card_number,player_name,team
MMJPA-JM,Jackson Merrill,San Diego Padres
MMJPA-JP,Jeremy Peña,Houston Astros
MMJPA-JR,Julio Rodríguez,Seattle Mariners
MMJPA-JRA,José Ramírez,Cleveland Guardians
MMJPA-JRE,J.T. Realmuto,Philadelphia Phillies
MMJPA-JV,Joey Votto,Cincinnati Reds
MMJPA-JW,James Wood,Washington Nationals
MMJPA-KB,Kris Bryant,Colorado Rockies
MMJPA-KH,Ke'Bryan Hayes,Pittsburgh Pirates
MMJPA-KT,Kyle Tucker,Houston Astros
MMJPA-LB,Lawrence Butler,Athletics
MMJPA-LR,Luis Robert Jr.,Chicago White Sox
MMJPA-LW,Larry Walker,Colorado Rockies
MMJPA-LWE,Logan Webb,San Francisco Giants
MMJPA-MC,Miguel Cabrera,Detroit Tigers
MMJPA-MM,Manny Machado,San Diego Padres
MMJPA-MMU,Max Muncy,Los Angeles Dodgers
MMJPA-MO,Matt Olson,Atlanta Braves
MMJPA-MR,Manny Ramirez,Boston Red Sox
MMJPA-MT,Mike Trout,Angels
MMJPA-MW,Masyn Winn,St. Louis Cardinals
MMJPA-MY,Masataka Yoshida,Boston Red Sox
MMJPA-MYA,Mike Yastrzemski,San Francisco Giants
MMJPA-NA,Nolan Arenado,St. Louis Cardinals
MMJPA-NS,Nolan Schanuel,Angels
MMJPA-OA,Ozzie Albies,Atlanta Braves
MMJPA-PA,Pete Alonso,New York Mets
MMJPA-PG,Paul Goldschmidt,St. Louis Cardinals
MMJPA-PR,Pete Rose,Cincinnati Reds
MMJPA-RA,Ronald Acuña Jr.,Atlanta Braves
MMJPA-RAR,Randy Arozarena,Seattle Mariners
MMJPA-RD,Rafael Devers,Boston Red Sox
MMJPA-RG,Riley Greene,Detroit Tigers
MMJPA-RL,Royce Lewis,Minnesota Twins
MMJPA-SA,Sandy Alcantara,Miami Marlins
MMJPA-SF,Sal Frelick,Milwaukee Brewers
MMJPA-SK,Steven Kwan,Cleveland Guardians
MMJPA-SL,Shea Langeliers,Athletics
MMJPA-SM,Starling Marte,New York Mets
MMJPA-SST,Spencer Strider,Atlanta Braves
MMJPA-TG,Tom Glavine,New York Mets
MMJPA-TH,Teoscar Hernández,Los Angeles Dodgers
MMJPA-TS,Tarik Skubal,Detroit Tigers
MMJPA-TSO,Tyler Soderstrom,Athletics
MMJPA-TT,Trea Turner,Philadelphia Phillies
MMJPA-VG,Vladimir Guerrero Jr.,Toronto Blue Jays
MMJPA-WC,William Contreras,Milwaukee Brewers
MMJPA-WS,Will Smith,Los Angeles Dodgers
MMJPA-YA,Yordan Alvarez,Houston Astros
MMJPA-YD,Yu Darvish,San Diego Padres
MMDPA-AA,Yordan Alvarez,Houston Astros
MMDPA-AA,Jose Altuve,Houston Astros
MMDPA-AJO,Andruw Jones,Atlanta Braves
MMDPA-AJO,Ronald Acuña Jr.,Atlanta Braves
MMDPA-AP,Jeremy Peña,Houston Astros
MMDPA-AP,Jose Altuve,Houston Astros
MMDPA-AW,Masyn Winn,St. Louis Cardinals
MMDPA-AW,Nolan Arenado,St. Louis Cardinals
MMDPA-BCO,Carlos Correa,Minnesota Twins
MMDPA-BCO,Byron Buxton,Minnesota Twins
MMDPA-BR,Alec Bohm,Philadelphia Phillies
MMDPA-BR,J.T. Realmuto,Philadelphia Phillies
MMDPA-CM,Corbin Carroll,Arizona Diamondbacks
MMDPA-CM,Gabriel Moreno,Arizona Diamondbacks
MMDPA-DCJ,Jasson Domínguez,New York Yankees
MMDPA-DCJ,Jazz Chisholm Jr.,New York Yankees
MMDPA-DI,Shota Imanaga,Chicago Cubs
MMDPA-DI,Yu Darvish,San Diego Padres
MMDPA-GRO,Julio Rodríguez,Seattle Mariners
MMDPA-GRO,Vladimir Guerrero Jr.,Toronto Blue Jays
MMDPA-HH,Jackson Holliday,Baltimore Orioles
MMDPA-HH,Gunnar Henderson,Baltimore Orioles
MMDPA-HR,Ryan Howard,Philadelphia Phillies
MMDPA-HR,Jimmy Rollins,Philadelphia Phillies
MMDPA-IJR,Ichiro,Seattle Mariners
MMDPA-IJR,Julio Rodríguez,Seattle Mariners
MMDPA-JB,Shane Bieber,Cleveland Guardians
MMDPA-JB,José Ramírez,Cleveland Guardians
MMDPA-JT,Mike Trout,Angels
MMDPA-JT,Aaron Judge,New York Yankees
MMDPA-LA,Pete Alonso,New York Mets
MMDPA-LA,Francisco Lindor,New York Mets
MMDPA-MM,Justin Morneau,Minnesota Twins
MMDPA-MM,Joe Mauer,Minnesota Twins
MMDPA-OR,Austin Riley,Atlanta Braves
MMDPA-OR,Matt Olson,Atlanta Braves
MMDPA-PP,Jorge Posada,New York Yankees
MMDPA-PP,Andy Pettitte,New York Yankees
MMDPA-RC,Colton Cowser,Baltimore Orioles
MMDPA-RC,Adley Rutschman,Baltimore Orioles
MMDPA-SCO,Gerrit Cole,New York Yankees
MMDPA-SCO,CC Sabathia,New York Yankees
MMDPA-TME,Fernando Tatis Jr.,San Diego Padres
MMDPA-TME,Jackson Merrill,San Diego Padres
MMDPA-TRO,Fernando Tatis Jr.,San Diego Padres
MMDPA-TRO,Julio Rodríguez,Seattle Mariners
MMDPA-TS,Kyle Schwarber,Philadelphia Phillies
MMDPA-TS,Trea Turner,Philadelphia Phillies
MMDPA-WB,Kris Bryant,Colorado Rockies
MMDPA-WB,Larry Walker,Colorado Rockies
MMDPA-WCR,James Wood,Washington Nationals
MMDPA-WCR,Dylan Crews,Washington Nationals
MMDPA-YC,Christian Yelich,Milwaukee Brewers
MMDPA-YC,Jackson Chourio,Milwaukee Brewers
MMDPA-YCH,Mike Yastrzemski,San Francisco Giants
MMDPA-YCH,Matt Chapman,San Francisco Giants
MMDPA-YCO,Christian Yelich,Milwaukee Brewers
MMDPA-YCO,William Contreras,Milwaukee Brewers
SPDRA-AB,Alec Burleson,St. Louis Cardinals
SPDRA-AD,Andre Dawson,Chicago Cubs
SPDRA-AG,Adolis García,Texas Rangers
SPDRA-AJ,Andruw Jones,Atlanta Braves
SPDRA-AS,Alfonso Soriano,New York Yankees
SPDRA-AW,Austin Wells,New York Yankees
SPDRA-BB,Byron Buxton,Minnesota Twins
SPDRA-BM,Bryce Miller,Seattle Mariners
SPDRA-BR,Bryan Reynolds,Pittsburgh Pirates
SPDRA-BS,Bryson Stott,Philadelphia Phillies
SPDRA-CB,Craig Biggio,Houston Astros
SPDRA-CF,Carlton Fisk,Boston Red Sox
SPDRA-CJ,Chipper Jones,Atlanta Braves
SPDRA-CK,Colt Keith,Detroit Tigers
SPDRA-CM,Christopher Morel,Tampa Bay Rays
SPDRA-CR,Cal Raleigh,Seattle Mariners
SPDRA-CRA,Cole Ragans,Kansas City Royals
SPDRA-DG,Dwight Gooden,New York Yankees
SPDRA-DJ,David Justice,Atlanta Braves
SPDRA-DM,Dale Murphy,Atlanta Braves
SPDRA-DP,Dustin Pedroia,Boston Red Sox
SPDRA-DV,Daulton Varsho,Toronto Blue Jays
SPDRA-DW,Dontrelle Willis,Florida
SPDRA-EM,Edgar Martinez,Seattle Mariners
SPDRA-FM,Fred McGriff,Chicago Cubs
SPDRA-GM,Gabriel Moreno,Arizona Diamondbacks
SPDRA-HB,Harold Baines,Chicago White Sox
SPDRA-JG,Juan Gonzalez,Texas Rangers
SPDRA-JM,Justin Morneau,Minnesota Twins
SPDRA-JP,Jorge Posada,New York Yankees
SPDRA-JPE,Jeremy Peña,Houston Astros
SPDRA-JV,Jason Varitek,Boston Red Sox
SPDRA-KH,Ke'Bryan Hayes,Pittsburgh Pirates
SPDRA-KL,Kenny Lofton,Chicago Cubs
SPDRA-KT,Kyle Tucker,Chicago Cubs
SPDRA-LG,Lourdes Gurriel Jr.,Arizona Diamondbacks
SPDRA-LN,Lars Nootbaar,St. Louis Cardinals
SPDRA-LR,Luis Robert Jr.,Chicago White Sox
SPDRA-LW,Logan Webb,San Francisco Giants
SPDRA-MM,Max Muncy,Los Angeles Dodgers
SPDRA-MO,Magglio Ordonez,Detroit Tigers
SPDRA-MOL,Matt Olson,Atlanta Braves
SPDRA-MS,Marcus Semien,Texas Rangers
SPDRA-MW,Matt Williams,San Francisco Giants
SPDRA-MYA,Mike Yastrzemski,San Francisco Giants
SPDRA-NG,Nolan Gorman,St. Louis Cardinals
SPDRA-NS,Nolan Schanuel,Angels
SPDRA-PL,Pablo López,Minnesota Twins
SPDRA-RH,Rhys Hoskins,Milwaukee Brewers
SPDRA-RM,Ryan Mountcastle,Baltimore Orioles
SPDRA-SB,Shane Bieber,Cleveland Guardians
SPDRA-SK,Steven Kwan,Cleveland Guardians
SPDRA-TH,Tim Hudson Oakland,Athletics
SPDRA-TO,Tony Oliva,Minnesota Twins
SPDRA-VG,Vladimir Guerrero Jr.,Toronto Blue Jays
SPDRA-ZN,Zach Neto,Angels
SPTRA-BL,Brooks Lee,Minnesota Twins
SPTRA-BW,Bernie Williams,New York Yankees
SPTRA-CC,Colton Cowser,Baltimore Orioles
SPTRA-CM,Coby Mayo,Baltimore Orioles
SPTRA-DCE,Dylan Cease,San Diego Padres
SPTRA-DO,David Ortiz,Boston Red Sox
SPTRA-DW,David Wright,New York Mets
SPTRA-EC,Evan Carter,Texas Rangers
SPTRA-FT,Fernando Tatis Jr.,San Diego Padres
SPTRA-GS,Gary Sheffield,New York Yankees
SPTRA-JB,José Berríos,Toronto Blue Jays
SPTRA-JC,Jazz Chisholm Jr.,New York Yankees
SPTRA-JCA,Joe Carter,Toronto Blue Jays
SPTRA-JJ,Josh Jung,Texas Rangers
SPTRA-JR,Jim Rice,Boston Red Sox
SPTRA-JS,Johan Santana,Minnesota Twins
SPTRA-JW,James Wood,Washington Nationals
SPTRA-JWI,Jacob Wilson,Athletics
SPTRA-LA,Luisangel Acuña,New York Mets
SPTRA-LG,Luis Gil,New York Yankees
SPTRA-LW,Larry Walker,Colorado Rockies
SPTRA-MG,Mark Grace,Chicago Cubs
SPTRA-MM,Matt McLain,Cincinnati Reds
SPTRA-NG,Nomar Garciaparra,Boston Red Sox
SPTRA-OM,Orelvis Martinez,Toronto Blue Jays
SPTRA-PA,Pete Alonso,New York Mets
SPTRA-PK,Paul Konerko,Chicago White Sox
SPTRA-PM,Paul Molitor,Minnesota Twins
SPTRA-PO,Paul O'Neill,New York Yankees
SPTRA-RH,Ryan Howard,Philadelphia Phillies
SPTRA-SG,Steve Garvey,Los Angeles Dodgers
SPTRA-SS,Spencer Strider,Atlanta Braves
SPQRA-AV,Anthony Volpe,New York Yankees
SPQRA-CC,Corbin Carroll,Arizona Diamondbacks
SPQRA-JC,Junior Caminero,Tampa Bay Rays
SPQRA-JM,Jackson Merrill,San Diego Padres
SPQRA-MH,Michael Harris II,Atlanta Braves
SPQRA-MW,Masyn Winn,St. Louis Cardinals
SPQRA-NH,Nico Hoerner,Chicago Cubs
SPQRA-WL,Wyatt Langford,Texas Rangers
AJBR-AB,Adrian Beltré,Texas Rangers
AJBR-AJ,Aaron Judge,New York Yankees
AJBR-AP,Albert Pujols,St. Louis Cardinals
AJBR-AR,Alex Rodriguez,New York Yankees
AJBR-BW,Bobby Witt Jr.,Kansas City Royals
AJBR-CB,Cody Bellinger,Chicago Cubs
AJBR-CC,Corbin Carroll,Arizona Diamondbacks
AJBR-CJ,Chipper Jones,Atlanta Braves
AJBR-CR,Cal Ripken Jr.,Baltimore Orioles
AJBR-CY,Christian Yelich,Milwaukee Brewers
AJBR-DJ,Derek Jeter,New York Yankees
AJBR-DO,David Ortiz,Boston Red Sox
AJBR-FT,Frank Thomas,Chicago White Sox
AJBR-FTJ,Fernando Tatis Jr.,San Diego Padres
AJBR-I,Ichiro,Seattle Mariners
AJBR-JA,Jose Altuve,Houston Astros
AJBR-JC,Jackson Chourio,Milwaukee Brewers
AJBR-JM,Jackson Merrill,San Diego Padres
AJBR-JR,J.T. Realmuto,Philadelphia Phillies
AJBR-JRAM,José Ramírez,Cleveland Guardians
AJBR-JS,Juan Soto,New York Yankees
AJBR-JV,Joey Votto,Cincinnati Reds
AJBR-KG,Ken Griffey Jr.,Seattle Mariners
AJBR-LR,Luis Robert Jr.,Chicago White Sox
AJBR-MAC,Mark McGwire Oakland,Athletics
AJBR-MAN,Manny Machado,San Diego Padres
AJBR-MC,Matt Chapman,San Francisco Giants
AJBR-MH,Michael Harris II,Atlanta Braves
AJBR-MM,Max Muncy,Los Angeles Dodgers
AJBR-MP,Mike Piazza,New York Mets
AJBR-MS,Mike Schmidt,Philadelphia Phillies
AJBR-MT,Mike Trout,Angels
AJBR-NH,Nico Hoerner,Chicago Cubs
AJBR-PA,Pete Alonso,New York Mets
AJBR-RA,Ronald Acuña Jr.,Atlanta Braves
AJBR-RIL,Austin Riley,Atlanta Braves
AJBR-RIZ,Anthony Rizzo,New York Yankees
AJBR-SS,Sammy Sosa,Chicago Cubs
AJBR-TT,Trea Turner,Philadelphia Phillies
AJBR-VG,Vladimir Guerrero Jr.,Toronto Blue Jays
AJBR-YA,Yordan Alvarez,Houston Astros
DAJLB-AJA,Ozzie Albies,Atlanta Braves
DAJLB-AJA,Ronald Acuña Jr.,Atlanta Braves
DAJLB-BB,Craig Biggio,Houston Astros
DAJLB-BB,Jeff Bagwell,Houston Astros
DAJLB-FV,Jason Varitek,Boston Red Sox
DAJLB-FV,Carlton Fisk,Boston Red Sox
DAJLB-GJS,Vladimir Guerrero Jr.,Toronto Blue Jays
DAJLB-GJS,George Springer,Toronto Blue Jays
DAJLB-GV,Jason Varitek,Boston Red Sox
DAJLB-GV,Nomar Garciaparra,Boston Red Sox
DAJLB-IOH,Ichiro,Seattle Mariners
DAJLB-IOH,Shohei Ohtani,Los Angeles Dodgers
DAJLB-JCA,Matt Olson,Atlanta Braves
DAJLB-JCA,Austin Riley,Atlanta Braves
DAJLB-JJ,Derek Jeter,New York Yankees
DAJLB-JJ,Aaron Judge,New York Yankees
DAJLB-JMU,Chipper Jones,Atlanta Braves
DAJLB-JMU,Dale Murphy,Atlanta Braves
DAJLB-JO,Andruw Jones,Atlanta Braves
DAJLB-JO,Chipper Jones,Atlanta Braves
DAJLB-JRJ,Cal Ripken Jr.,Baltimore Orioles
DAJLB-JRJ,Derek Jeter,New York Yankees
DAJLB-LV,Barry Larkin,Cincinnati Reds
DAJLB-LV,Joey Votto,Cincinnati Reds
DAJLB-PMO,Albert Pujols,St. Louis Cardinals
DAJLB-PMO,Yadier Molina,St. Louis Cardinals
DAJLB-RB,Jim Rice,Boston Red Sox
DAJLB-RB,Wade Boggs,Boston Red Sox
DAJLB-RMU,Cal Ripken Jr.,Baltimore Orioles
DAJLB-RMU,Eddie Murray,Baltimore Orioles
DAJLB-SHO,Nico Hoerner,Chicago Cubs
DAJLB-SHO,Dansby Swanson,Chicago Cubs
DAJLB-SMU,Will Smith,Los Angeles Dodgers
DAJLB-SMU,Max Muncy,Los Angeles Dodgers
DAJLB-ST,Kyle Schwarber,Philadelphia Phillies
DAJLB-ST,Trea Turner,Philadelphia Phillies
DAJLB-TRJ,Mike Trout,Angels
DAJLB-TRJ,Reggie Jackson,California
DAJLB-TST,Trea Turner,Philadelphia Phillies
DAJLB-TST,Bryson Stott,Philadelphia Phillies
DAJLB-WA,Pete Alonso,New York Mets
DAJLB-WA,David Wright,New York Mets
DAJLB-WON,Anthony Volpe,New York Yankees
DAJLB-WON,Anthony Rizzo,New York Yankees
DAJLB-YCH,Christian Yelich,Milwaukee Brewers
DAJLB-YCH,Jackson Chourio,Milwaukee Brewers
DAJLB-YMO,Robin Yount,Milwaukee Brewers
DAJLB-YMO,Paul Molitor,Milwaukee Brewers
MLBRA-AN,Aaron Nola,Philadelphia Phillies
MLBRA-BN,Brandon Nimmo,New York Mets
MLBRA-CC,Corbin Carroll,Arizona Diamondbacks
MLBRA-CY,Christian Yelich,Milwaukee Brewers
MLBRA-FL,Francisco Lindor,New York Mets
MLBRA-FTJ,Fernando Tatis Jr.,San Diego Padres
MLBRA-ICH,Ichiro,Miami Marlins
MLBRA-JA,Jose Altuve,Houston Astros
MLBRA-JM,Joe Mauer,Minnesota Twins
MLBRA-JRE,J.T. Realmuto,Philadelphia Phillies
MLBRA-MIG,Miguel Cabrera,Detroit Tigers
MLBRA-MM,Manny Machado,San Diego Padres
MLBRA-NH,Nico Hoerner,Chicago Cubs
MLBRA-PA,Pete Alonso,New York Mets
MLBRA-VLAD,Vladimir Guerrero Jr.,Toronto Blue Jays
MLBRA-VOT,Joey Votto,Cincinnati Reds
MLBRA-YA,Yordan Alvarez,Houston Astros
MLBRA-YD,Yu Darvish,San Diego Padres
MMR-AB,Alec Bohm,Philadelphia Phillies
MMR-ABR,Alex Bregman,Boston Red Sox
MMR-AG,Adolis García,Texas Rangers
MMR-AJ,Aaron Judge,New York Yankees
MMR-AM,Andrew McCutchen,Pittsburgh Pirates
MMR-AP,Albert Pujols,St. Louis Cardinals
MMR-AR,Austin Riley,Atlanta Braves
MMR-ARO,Alex Rodriguez,New York Yankees
MMR-ARU,Adley Rutschman,Baltimore Orioles
MMR-AV,Anthony Volpe,New York Yankees
MMR-BH,Bryce Harper,Philadelphia Phillies
MMR-BW,Bobby Witt Jr.,Kansas City Royals
MMR-CB,Craig Biggio,Houston Astros
MMR-CBE,Cody Bellinger,New York Yankees
MMR-CC,Corbin Carroll,Arizona Diamondbacks
MMR-CCO,Carlos Correa,Minnesota Twins
MMR-CJ,Chipper Jones,Atlanta Braves
MMR-CR,Cal Ripken Jr.,Baltimore Orioles
MMR-CS,Chris Sale,Atlanta Braves
MMR-CY,Christian Yelich,Milwaukee Brewers
MMR-DJ,Derek Jeter,New York Yankees
MMR-DO,David Ortiz,Boston Red Sox
MMR-DP,Dustin Pedroia,Boston Red Sox
MMR-DS,Dansby Swanson,Chicago Cubs
MMR-ED,Elly De La Cruz,Cincinnati Reds
MMR-FF,Freddie Freeman,Los Angeles Dodgers
MMR-FL,Francisco Lindor,New York Mets
MMR-FT,Frank Thomas,Chicago White Sox
MMR-FTA,Fernando Tatis Jr.,San Diego Padres
MMR-GC,Gerrit Cole,New York Yankees
MMR-GH,Gunnar Henderson,Baltimore Orioles
MMR-I,Ichiro,Seattle Mariners
MMR-JA,Jose Altuve,Houston Astros
MMR-JB,Jeff Bagwell,Houston Astros
MMR-JC,Jackson Chourio,Milwaukee Brewers
MMR-JCA,Junior Caminero,Tampa Bay Rays
MMR-JCH,Jazz Chisholm Jr.,New York Yankees
MMR-JH,Jackson Holliday,Baltimore Orioles
MMR-JHL,Jung HOO Lee,San Francisco Giants
MMR-JM,Jackson Merrill,San Diego Padres
MMR-JR,José Ramírez,Cleveland Guardians
MMR-JRO,Julio Rodríguez,Seattle Mariners
MMR-JS,Juan Soto,New York Mets
MMR-JV,Joey Votto,Cincinnati Reds
MMR-JW,James Wood,Washington Nationals
MMR-KB,Kris Bryant,Colorado Rockies
MMR-KM,Ketel Marte,Arizona Diamondbacks
MMR-KP,Kirby Puckett,Minnesota Twins
MMR-LB,Lawrence Butler,Athletics
MMR-LR,Luis Robert Jr.,Chicago White Sox
MMR-MB,Mookie Betts,Los Angeles Dodgers
MMR-MM,Manny Machado,San Diego Padres
MMR-MO,Matt Olson,Atlanta Braves
MMR-MP,Mike Piazza,Los Angeles Dodgers
MMR-MR,Manny Ramirez,Boston Red Sox
MMR-MT,Mike Trout,Angels
MMR-MW,Masyn Winn,St. Louis Cardinals
MMR-MY,Mike Yastrzemski,San Francisco Giants
MMR-NA,Nolan Arenado,St. Louis Cardinals
MMR-OA,Ozzie Albies,Atlanta Braves
MMR-PA,Pete Alonso,New York Mets
MMR-PC,Pete Crow-Armstrong,Chicago Cubs
MMR-PR,Pete Rose,Cincinnati Reds
MMR-RA,Ronald Acuña Jr.,Atlanta Braves
MMR-RAR,Randy Arozarena,Seattle Mariners
MMR-RD,Rafael Devers,Boston Red Sox
MMR-RG,Riley Greene,Detroit Tigers
MMR-RL,Royce Lewis,Minnesota Twins
MMR-SP,Salvador Perez,Kansas City Royals
MMR-SS,Spencer Strider,Atlanta Braves
MMR-SSO,Sammy Sosa,Chicago Cubs
MMR-SSU,Seiya Suzuki,Chicago Cubs
MMR-TH,Teoscar Hernández,Los Angeles Dodgers
MMR-TT,Trea Turner,Philadelphia Phillies
MMR-VG,Vladimir Guerrero Jr.,Toronto Blue Jays
MMR-YA,Yordan Alvarez,Houston Astros
MMJP-AB,Alec Bohm,Philadelphia Phillies
MMJP-ABR,Alex Bregman,Houston Astros
MMJP-AG,Adolis García,Texas Rangers
MMJP-AJ,Aaron Judge,New York Yankees
MMJP-AMC,Andrew McCutchen,Philadelphia Phillies
MMJP-AN,Aaron Nola,Philadelphia Phillies
MMJP-AP,Albert Pujols,Angels
MMJP-APE,Andy Pettitte,Houston Astros
MMJP-AR,Adley Rutschman,Baltimore Orioles
MMJP-ARI,Austin Riley,Atlanta Braves
MMJP-AV,Anthony Volpe,New York Yankees
MMJP-BB,Byron Buxton,Minnesota Twins
MMJP-BBI,Bo Bichette,Toronto Blue Jays
MMJP-BH,Bryce Harper,Philadelphia Phillies
MMJP-BL,Brandon Lowe,Tampa Bay Rays
MMJP-BN,Brandon Nimmo,New York Mets
MMJP-BRE,Bryan Reynolds,Pittsburgh Pirates
MMJP-BW,Bobby Witt Jr.,Kansas City Royals
MMJP-CC,Carlos Correa,Minnesota Twins
MMJP-CCA,Corbin Carroll,Arizona Diamondbacks
MMJP-CJ,Chipper Jones,Atlanta Braves
MMJP-CM,Cedric Mullins,Baltimore Orioles
MMJP-CR,Cal Ripken Jr.,Baltimore Orioles
MMJP-CRA,Cal Raleigh,Seattle Mariners
MMJP-CY,Christian Yelich,Milwaukee Brewers
MMJP-DP,Dustin Pedroia,Boston Red Sox
MMJP-FA,Francisco Alvarez,New York Mets
MMJP-FL,Francisco Lindor,New York Mets
MMJP-FP,Freddy Peralta,Milwaukee Brewers
MMJP-FT,Fernando Tatis Jr.,San Diego Padres
MMJP-FV,Framber Valdez,Houston Astros
MMJP-GC,Gerrit Cole,New York Yankees
MMJP-GS,George Springer,Toronto Blue Jays
MMJP-GST,Giancarlo Stanton,New York Yankees
MMJP-HG,Hunter Greene,Cincinnati Reds
MMJP-I,Ichiro,Miami Marlins
MMJP-JA,Jose Altuve,Houston Astros
MMJP-JCA,Junior Caminero,Tampa Bay Rays
MMJP-JH,Jackson Holliday,Baltimore Orioles
MMJP-JHE,Jung HOO Lee,San Francisco Giants
MMJP-JM,Jackson Merrill,San Diego Padres
MMJP-JP,Jeremy Peña,Houston Astros
MMJP-JR,José Ramírez,Cleveland Guardians
MMJP-JRE,J.T. Realmuto,Philadelphia Phillies
MMJP-JRO,Julio Rodríguez,Seattle Mariners
MMJP-JV,Justin Verlander,Houston Astros
MMJP-JVE,Justin Verlander,Detroit Tigers
MMJP-JVO,Joey Votto,Cincinnati Reds
MMJP-JW,James Wood,Washington Nationals
MMJP-KB,Kris Bryant,Colorado Rockies
MMJP-KH,Ke'Bryan Hayes,Pittsburgh Pirates
MMJP-KM,Ketel Marte,Arizona Diamondbacks
MMJP-KT,Kyle Tucker,Houston Astros
MMJP-LA,Luis Arraez,San Diego Padres
MMJP-LB,Lawrence Butler,Athletics
MMJP-LG,Logan Gilbert,Seattle Mariners
MMJP-LW,Larry Walker,Colorado Rockies
MMJP-MB,Mookie Betts,Los Angeles Dodgers
MMJP-MM,Manny Machado,San Diego Padres
MMJP-MMU,Max Muncy,Los Angeles Dodgers
MMJP-MO,Matt Olson,Atlanta Braves
MMJP-MR,Manny Ramirez,Boston Red Sox
MMJP-MT,Mike Trout,Angels
MMJP-MY,Mike Yastrzemski,San Francisco Giants
MMJP-MYO,Masataka Yoshida,Boston Red Sox
MMJP-NA,Nolan Arenado,St. Louis Cardinals
MMJP-NC,Nick Castellanos,Philadelphia Phillies
MMJP-NS,Nolan Schanuel,Angels
MMJP-OA,Ozzie Albies,Atlanta Braves
MMJP-PA,Pete Alonso,New York Mets
MMJP-PR,Pete Rose,Cincinnati Reds
MMJP-RD,Rafael Devers,Boston Red Sox
MMJP-RG,Riley Greene,Detroit Tigers
MMJP-RL,Royce Lewis,Minnesota Twins
MMJP-SA,Sandy Alcantara,Miami Marlins
MMJP-SL,Shea Langeliers,Athletics
MMJP-SM,Starling Marte,New York Mets
MMJP-SP,Salvador Perez,Kansas City Royals
MMJP-SS,Seiya Suzuki,Chicago Cubs
MMJP-SST,Spencer Strider,Atlanta Braves
MMJP-TG,Tom Glavine,New York Mets
MMJP-TS,Tarik Skubal,Detroit Tigers
MMJP-TST,Trevor Story,Boston Red Sox
MMJP-TT,Trea Turner,Philadelphia Phillies
MMJP-VG,Vladimir Guerrero Jr.,Toronto Blue Jays
MMJP-WC,William Contreras,Milwaukee Brewers
MMJP-WS,Will Smith,Los Angeles Dodgers
MMJP-XB,Xander Bogaerts,San Diego Padres
MMJP-YA,Yordan Alvarez,Houston Astros
MMJP-YD,Yu Darvish,San Diego Padres
MMJP-ZW,Zack Wheeler,Philadelphia Phillies
MMI-AB,Andrew Benintendi,Chicago White Sox
MMI-ABR,Alex Bregman,Houston Astros
MMI-AR,Austin Riley,Atlanta Braves
MMI-ARU,Adley Rutschman,Baltimore Orioles
MMI-AV,Andrew Vaughn,Chicago White Sox
MMI-BL,Brooks Lee,Minnesota Twins
MMI-BW,Bobby Witt Jr.,Kansas City Royals
MMI-BWO,Brandon Woodruff,Milwaukee Brewers
MMI-CB,Corbin Burnes,Baltimore Orioles
MMI-CBE,Cody Bellinger,Chicago Cubs
MMI-CC,Corbin Carroll,Arizona Diamondbacks
MMI-CCO,Colton Cowser,Baltimore Orioles
MMI-CJ,Chipper Jones,Atlanta Braves
MMI-CK,Clayton Kershaw,Los Angeles Dodgers
MMI-CM,Cedric Mullins,Baltimore Orioles
MMI-CR,Ceddanne Rafaela,Boston Red Sox
MMI-CY,Christian Yelich,Milwaukee Brewers
MMI-DO,David Ortiz,Boston Red Sox
MMI-DP,Dustin Pedroia,Boston Red Sox
MMI-DS,Dansby Swanson,Chicago Cubs
MMI-EL,Evan Longoria,Arizona Diamondbacks
MMI-EP,Eury Pérez,Miami Marlins
MMI-ET,Ezequiel Tovar,Colorado Rockies
MMI-FF,Freddie Freeman,Los Angeles Dodgers
MMI-FP,Freddy Peralta,Milwaukee Brewers
MMI-GH,Gunnar Henderson,Baltimore Orioles
MMI-GM,Gabriel Moreno,Arizona Diamondbacks
MMI-HB,Hunter Brown,Houston Astros
MMI-HG,Hunter Greene,Cincinnati Reds
MMI-I,Ichiro,Miami Marlins
MMI-JA,Jose Altuve,Houston Astros
MMI-JC,Jackson Chourio,Milwaukee Brewers
MMI-JD,Jarren Duran,Boston Red Sox
MMI-JH,Jackson Holliday,Baltimore Orioles
MMI-JL,Jordan Lawlar,Arizona Diamondbacks
MMI-JP,Jeremy Peña,Houston Astros
MMI-JR,José Ramírez,Cleveland Guardians
MMI-JV,Joey Votto,Cincinnati Reds
MMI-JVE,Justin Verlander,Houston Astros
MMI-JVR,Justin Verlander,Detroit Tigers
MMI-JW,Jacob Wilson,Athletics
MMI-JWE,Jordan Westburg,Baltimore Orioles
MMI-KB,Kris Bryant,Colorado Rockies
MMI-KM,Ketel Marte,Arizona Diamondbacks
MMI-KTU,Kyle Tucker,Houston Astros
MMI-LA,Luis Arraez,Miami Marlins
MMI-LB,Lawrence Butler,Athletics
MMI-LR,Luis Robert Jr.,Chicago White Sox
MMI-LW,Larry Walker,Colorado Rockies
MMI-MB,Mookie Betts,Boston Red Sox
MMI-MBE,Mookie Betts,Los Angeles Dodgers
MMI-MH,Michael Harris II,Atlanta Braves
MMI-MM,Mason Miller,Athletics
MMI-MMU,Max Muncy,Los Angeles Dodgers
MMI-MO,Marcell Ozuna,Atlanta Braves
MMI-MOZ,Matt Olson,Atlanta Braves
