card_number,player,team,set_name,year,sport,category,insert_name,is_rookie,is_auto,is_mem,variations,var_images
70YT-46,Albert Pujols,Angels,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball,False,False,False,[],{}
70YT-47,Joey Votto,Cincinnati Reds,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball,False,False,False,[],{}
70YT-48,Jose Altuve,Houston Astros,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball,False,False,False,[],{}
70YT-49,Blake Snell,Tampa Bay Rays,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball,False,False,False,[],{}
70YT-50,Ryne Sandberg,Chicago Cubs,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball,False,False,False,[],{}
70YT-51,Bob Gibson,St. Louis Cardinals,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball,False,False,False,[],{}
70YT-52,Nolan Arenado,Colorado Rockies,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball,False,False,False,[],{}
70YT-53,Rafael Devers,Boston Red Sox,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball,False,False,False,[],{}
70YT-54,Don Mattingly,New York Yankees,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball,False,False,False,[],{}
70YT-55,Stephen Strasburg,Washington Nationals,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball,False,False,False,[],{}
70YT-56,George Brett,Kansas City Royals,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball,False,False,False,[],{}
70YT-57,Ozzie Smith,St. Louis Cardinals,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball,False,False,False,[],{}
70YT-58,Al Kaline,Detroit Tigers,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball,False,False,False,[],{}
70YT-59,Mike Schmidt,Philadelphia Phillies,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball,False,False,False,[],{}
70YT-60,Juan Soto,Washington Nationals,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball,False,False,False,[],{}
70YT-61,Reggie Jackson,New York Yankees,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball,False,False,False,[],{}
70YT-62,Matt Chapman,Oakland Athletics,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball,False,False,False,[],{}
70YT-63,Roberto Clemente,Pittsburgh Pirates,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball,False,False,False,[],{}
70YT-64,Roger Clemens,Boston Red Sox,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball,False,False,False,[],{}
70YT-65,Ernie Banks,Chicago Cubs,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball,False,False,False,[],{}
70YT-66,Frank Thomas,Chicago White Sox,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball,False,False,False,[],{}
70YT-67,Nolan Ryan,Texas Rangers,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball,False,False,False,[],{}
70YT-68,Randy Johnson,Arizona Diamondbacks,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball,False,False,False,[],{}
70YT-69,Brooks Robinson,Baltimore Orioles,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball,False,False,False,[],{}
70YT-70,Hank Aaron,Atlanta Braves,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball,False,False,False,[],{}
70YTC-1,Mookie Betts,Los Angeles Dodgers,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-2,Aaron Judge,New York Yankees,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-3,Clayton Kershaw,Los Angeles Dodgers,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-4,Derek Jeter,New York Yankees,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-5,Andrew McCutchen,Philadelphia Phillies,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-6,Mike Trout,Angels,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-7,Cal Ripken Jr.,Baltimore Orioles,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-8,Paul Goldschmidt,St. Louis Cardinals,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-9,Yadier Molina,St. Louis Cardinals,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-10,Buster Posey,San Francisco Giants,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-11,Anthony Rizzo,Chicago Cubs,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-12,Ronald Acuña Jr.,Atlanta Braves,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-13,Bryce Harper,Philadelphia Phillies,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-14,Will Clark,San Francisco Giants,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-15,Johnny Bench,Cincinnati Reds,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-16,Gerrit Cole,New York Yankees,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-17,Gleyber Torres,New York Yankees,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-18,Pete Alonso,New York Mets,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-19,Mark McGwire,Oakland Athletics,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-20,Rickey Henderson,Oakland Athletics,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-21,Mike Piazza,New York Mets,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-22,Robin Yount,Milwaukee Brewers,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-23,Jacob deGrom,New York Mets,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-24,Tony Gwynn,San Diego Padres,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-25,Christian Yelich,Milwaukee Brewers,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-26,Francisco Lindor,Cleveland Indians,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-27,Ken Griffey Jr.,Seattle Mariners,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-28,Shohei Ohtani,Angels,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-29,Fernando Tatis Jr.,San Diego Padres,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-30,Justin Verlander,Houston Astros,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-31,Miguel Cabrera,Detroit Tigers,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-32,Frank Robinson,Baltimore Orioles,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-33,Javier Baez,Chicago Cubs,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-34,Bo Bichette,Toronto Blue Jays,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-35,Chipper Jones,Atlanta Braves,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-36,Vladimir Guerrero,Montreal Expos,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-37,Willie Mays,San Francisco Giants,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-38,Vladimir Guerrero Jr.,Toronto Blue Jays,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-39,Cody Bellinger,Los Angeles Dodgers,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-40,Kris Bryant,Chicago Cubs,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-41,Luis Robert,Chicago White Sox,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-42,Alex Bregman,Houston Astros,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-43,Mariano Rivera,New York Yankees,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-44,Jackie Robinson,Brooklyn Dodgers,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-45,Ichiro,Seattle Mariners,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-46,Albert Pujols,Angels,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-47,Joey Votto,Cincinnati Reds,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-48,Jose Altuve,Houston Astros,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-49,Blake Snell,Tampa Bay Rays,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-50,Ryne Sandberg,Chicago Cubs,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-51,Bob Gibson,St. Louis Cardinals,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-52,Nolan Arenado,Colorado Rockies,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-53,Rafael Devers,Boston Red Sox,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-54,Don Mattingly,New York Yankees,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-55,Stephen Strasburg,Washington Nationals,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-56,George Brett,Kansas City Royals,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-57,Ozzie Smith,St. Louis Cardinals,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-58,Al Kaline,Detroit Tigers,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-59,Mike Schmidt,Philadelphia Phillies,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-60,Juan Soto,Washington Nationals,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-61,Reggie Jackson,New York Yankees,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-62,Matt Chapman,Oakland Athletics,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-63,Roberto Clemente,Pittsburgh Pirates,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-64,Roger Clemens,Boston Red Sox,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-65,Ernie Banks,Chicago Cubs,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-66,Frank Thomas,Chicago White Sox,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-67,Nolan Ryan,Texas Rangers,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-68,Randy Johnson,Arizona Diamondbacks,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-69,Brooks Robinson,Baltimore Orioles,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
70YTC-70,Hank Aaron,Atlanta Braves,2021 Topps Series 1,2021,baseball,Insert,70 Years of Topps Baseball Chrome,False,False,False,[],{}
HOT-1,Topps is Founded by the Shorin Family,,2021 Topps Series 1,2021,baseball,Insert,History of Topps,False,False,False,[],{}
HOT-2,First Baseball Playing Cards Are Sold,,2021 Topps Series 1,2021,baseball,Insert,History of Topps,False,False,False,[],{}
HOT-3,Sy Berger Creates the First Complete Set,,2021 Topps Series 1,2021,baseball,Insert,History of Topps,False,False,False,[],{}
HOT-4,First Topps All-Rookie Team,,2021 Topps Series 1,2021,baseball,Insert,History of Topps,True,False,False,[],{}
HOT-5,Garbage Pail Kids Introduced,,2021 Topps Series 1,2021,baseball,Insert,History of Topps,False,False,False,[],{}
HOT-6,Topps Re-Introduces Bowman,,2021 Topps Series 1,2021,baseball,Insert,History of Topps,False,False,False,[],{}
HOT-7,Topps receives MLB exclusive,,2021 Topps Series 1,2021,baseball,Insert,History of Topps,False,False,False,[],{}
HOT-8,Topps Digital Apps Launched,,2021 Topps Series 1,2021,baseball,Insert,History of Topps,False,False,False,[],{}
HOT-9,Topps Now Introduced,,2021 Topps Series 1,2021,baseball,Insert,History of Topps,False,False,False,[],{}
HOT-10,Project 2020 Takes Off,,2021 Topps Series 1,2021,baseball,Insert,History of Topps,False,False,False,[],{}
TTY-1,Juan Soto,Washington Nationals,2021 Topps Series 1,2021,baseball,Insert,Topps Through the Years,False,False,False,[],{}
TTY-2,Cal Ripken Jr.,Baltimore Orioles,2021 Topps Series 1,2021,baseball,Insert,Topps Through the Years,False,False,False,[],{}
TTY-3,Nolan Ryan,Texas Rangers,2021 Topps Series 1,2021,baseball,Insert,Topps Through the Years,False,False,False,[],{}
TTY-4,Derek Jeter,New York Yankees,2021 Topps Series 1,2021,baseball,Insert,Topps Through the Years,False,False,False,[],{}
TTY-5,Cody Bellinger,Los Angeles Dodgers,2021 Topps Series 1,2021,baseball,Insert,Topps Through the Years,False,False,False,[],{}
TTY-6,Pete Alonso,New York Mets,2021 Topps Series 1,2021,baseball,Insert,Topps Through the Years,False,False,False,[],{}
TTY-7,Ken Griffey Jr.,Seattle Mariners,2021 Topps Series 1,2021,baseball,Insert,Topps Through the Years,False,False,False,[],{}
TTY-8,Bryce Harper,Philadelphia Phillies,2021 Topps Series 1,2021,baseball,Insert,Topps Through the Years,False,False,False,[],{}
TTY-9,Mike Trout,Angels,2021 Topps Series 1,2021,baseball,Insert,Topps Through the Years,False,False,False,[],{}
TTY-10,Mark McGwire,Oakland Athletics,2021 Topps Series 1,2021,baseball,Insert,Topps Through the Years,False,False,False,[],{}
TTY-11,Clayton Kershaw,Los Angeles Dodgers,2021 Topps Series 1,2021,baseball,Insert,Topps Through the Years,False,False,False,[],{}
TTY-12,Fernando Tatis Jr.,San Diego Padres,2021 Topps Series 1,2021,baseball,Insert,Topps Through the Years,True,False,False,[],{}
TTY-13,David Ortiz,Boston Red Sox,2021 Topps Series 1,2021,baseball,Insert,Topps Through the Years,False,False,False,[],{}
TTY-14,Cal Ripken Jr.,Baltimore Orioles,2021 Topps Series 1,2021,baseball,Insert,Topps Through the Years,False,False,False,[],{}
TTY-15,Hank Aaron,Atlanta Braves,2021 Topps Series 1,2021,baseball,Insert,Topps Through the Years,False,False,False,[],{}
TTY-16,Ken Griffey Jr.,Seattle Mariners,2021 Topps Series 1,2021,baseball,Insert,Topps Through the Years,False,False,False,[],{}
TTY-17,Shohei Ohtani,Angels,2021 Topps Series 1,2021,baseball,Insert,Topps Through the Years,False,False,False,[],{}
TTY-18,Hank Aaron,Atlanta Braves,2021 Topps Series 1,2021,baseball,Insert,Topps Through the Years,False,False,False,[],{}
TTY-19,Kris Bryant,Chicago Cubs,2021 Topps Series 1,2021,baseball,Insert,Topps Through the Years,False,False,False,[],{}
TTY-20,Aaron Judge,New York Yankees,2021 Topps Series 1,2021,baseball,Insert,Topps Through the Years,False,False,False,[],{}
TTY-21,Derek Jeter,New York Yankees,2021 Topps Series 1,2021,baseball,Insert,Topps Through the Years,False,False,False,[],{}
TTY-22,Shohei Ohtani,Angels,2021 Topps Series 1,2021,baseball,Insert,Topps Through the Years,False,False,False,[],{}
TTY-23,Cal Ripken Jr.,Baltimore Orioles,2021 Topps Series 1,2021,baseball,Insert,Topps Through the Years,True,False,False,[],{}
TTY-24,Ronald Acuña Jr.,Atlanta Braves,2021 Topps Series 1,2021,baseball,Insert,Topps Through the Years,True,False,False,[],{}
TTY-25,Aaron Judge,New York Yankees,2021 Topps Series 1,2021,baseball,Insert,Topps Through the Years,True,False,False,[],{}
TTY-26,Chipper Jones,Atlanta Braves,2021 Topps Series 1,2021,baseball,Insert,Topps Through the Years,False,False,False,[],{}
TTY-27,Stephen Strasburg,Washington Nationals,2021 Topps Series 1,2021,baseball,Insert,Topps Through the Years,False,False,False,[],{}
TTY-28,Mike Trout,Angels,2021 Topps Series 1,2021,baseball,Insert,Topps Through the Years,False,False,False,[],{}
TTY-29,Justin Verlander,Detroit Tigers,2021 Topps Series 1,2021,baseball,Insert,Topps Through the Years,False,False,False,[],{}
TTY-30,Bo Bichette,Toronto Blue Jays,2021 Topps Series 1,2021,baseball,Insert,Topps Through the Years,False,False,False,[],{}
SIS-1,Christian Yelich,Milwaukee Brewers,2021 Topps Series 1,2021,baseball,Insert,Stars in Service,False,False,False,[],{}
SIS-2,Clayton Kershaw,Los Angeles Dodgers,2021 Topps Series 1,2021,baseball,Insert,Stars in Service,False,False,False,[],{}
SIS-3,Aaron Judge,New York Yankees,2021 Topps Series 1,2021,baseball,Insert,Stars in Service,False,False,False,[],{}
SIS-4,Adam Wainwright,St. Louis Cardinals,2021 Topps Series 1,2021,baseball,Insert,Stars in Service,False,False,False,[],{}
SIS-5,Cal Ripken Jr.,Baltimore Orioles,2021 Topps Series 1,2021,baseball,Insert,Stars in Service,False,False,False,[],{}
SIS-6,Anthony Rizzo,Chicago Cubs,2021 Topps Series 1,2021,baseball,Insert,Stars in Service,False,False,False,[],{}
SIS-7,Mookie Betts,Los Angeles Dodgers,2021 Topps Series 1,2021,baseball,Insert,Stars in Service,False,False,False,[],{}
SIS-8,Carlos Carrasco,Cleveland Indians,2021 Topps Series 1,2021,baseball,Insert,Stars in Service,False,False,False,[],{}
SIS-9,Pete Alonso,New York Mets,2021 Topps Series 1,2021,baseball,Insert,Stars in Service,False,False,False,[],{}
SIS-10,Albert Pujols,Angels,2021 Topps Series 1,2021,baseball,Insert,Stars in Service,False,False,False,[],{}
SIS-11,Derek Jeter,New York Yankees,2021 Topps Series 1,2021,baseball,Insert,Stars in Service,False,False,False,[],{}
SIS-12,Yadier Molina,St. Louis Cardinals,2021 Topps Series 1,2021,baseball,Insert,Stars in Service,False,False,False,[],{}
SIS-13,Don Mattingly,New York Yankees,2021 Topps Series 1,2021,baseball,Insert,Stars in Service,False,False,False,[],{}
SIS-14,Roberto Clemente,Pittsburgh Pirates,2021 Topps Series 1,2021,baseball,Insert,Stars in Service,False,False,False,[],{}
SIS-15,Pedro Martinez,Boston Red Sox,2021 Topps Series 1,2021,baseball,Insert,Stars in Service,False,False,False,[],{}
SIS-16,CC Sabathia,New York Yankees,2021 Topps Series 1,2021,baseball,Insert,Stars in Service,False,False,False,[],{}
SIS-17,Sean Doolittle,Washington Nationals,2021 Topps Series 1,2021,baseball,Insert,Stars in Service,False,False,False,[],{}
SIS-18,Jon Lester,Chicago Cubs,2021 Topps Series 1,2021,baseball,Insert,Stars in Service,False,False,False,[],{}
SIS-19,Ken Griffey Jr.,Seattle Mariners,2021 Topps Series 1,2021,baseball,Insert,Stars in Service,False,False,False,[],{}
SIS-20,David Ortiz,Boston Red Sox,2021 Topps Series 1,2021,baseball,Insert,Stars in Service,False,False,False,[],{}
SIS-21,Andrew McCutchen,Philadelphia Phillies,2021 Topps Series 1,2021,baseball,Insert,Stars in Service,False,False,False,[],{}
SIS-22,Francisco Lindor,Cleveland Indians,2021 Topps Series 1,2021,baseball,Insert,Stars in Service,False,False,False,[],{}
SIS-23,Mike Piazza,New York Mets,2021 Topps Series 1,2021,baseball,Insert,Stars in Service,False,False,False,[],{}
SIS-24,Justin Verlander,Houston Astros,2021 Topps Series 1,2021,baseball,Insert,Stars in Service,False,False,False,[],{}
SIS-25,Edgar Martinez,Seattle Mariners,2021 Topps Series 1,2021,baseball,Insert,Stars in Service,False,False,False,[],{}
TDH-1,Tony Gwynn,San Diego Padres,2021 Topps Series 1,2021,baseball,Insert,Topps Double Headers,False,False,False,[],{}
TDH-2,Don Mattingly,New York Yankees,2021 Topps Series 1,2021,baseball,Insert,Topps Double Headers,False,False,False,[],{}
TDH-3,Hank Aaron,Milwaukee Brewers,2021 Topps Series 1,2021,baseball,Insert,Topps Double Headers,False,False,False,[],{}
TDH-4,Willie Mays,New York Giants,2021 Topps Series 1,2021,baseball,Insert,Topps Double Headers,False,False,False,[],{}
TDH-5,Roberto Clemente,Pittsburgh Pirates,2021 Topps Series 1,2021,baseball,Insert,Topps Double Headers,False,False,False,[],{}
TDH-6,Jeff Bagwell,Houston Astros,2021 Topps Series 1,2021,baseball,Insert,Topps Double Headers,False,False,False,[],{}
TDH-7,Wade Boggs,Boston Red Sox,2021 Topps Series 1,2021,baseball,Insert,Topps Double Headers,False,False,False,[],{}
TDH-8,Bob Gibson,St. Louis Cardinals,2021 Topps Series 1,2021,baseball,Insert,Topps Double Headers,False,False,False,[],{}
TDH-9,Reggie Jackson,Oakland Athletics,2021 Topps Series 1,2021,baseball,Insert,Topps Double Headers,False,False,False,[],{}
TDH-10,Nolan Ryan,New York Mets,2021 Topps Series 1,2021,baseball,Insert,Topps Double Headers,False,False,False,[],{}
TDH-11,Barry Larkin,Cincinnati Reds,2021 Topps Series 1,2021,baseball,Insert,Topps Double Headers,False,False,False,[],{}
TDH-12,Eddie Murray,Baltimore Orioles,2021 Topps Series 1,2021,baseball,Insert,Topps Double Headers,False,False,False,[],{}
TDH-13,Jim Palmer,Baltimore Orioles,2021 Topps Series 1,2021,baseball,Insert,Topps Double Headers,False,False,False,[],{}
TDH-14,Cal Ripken Jr,Baltimore Orioles,2021 Topps Series 1,2021,baseball,Insert,Topps Double Headers,False,False,False,[],{}
TDH-15,Mike Piazza,Los Angeles Dodgers,2021 Topps Series 1,2021,baseball,Insert,Topps Double Headers,False,False,False,[],{}
TDH-16,Pedro Martinez,Los Angeles Dodgers,2021 Topps Series 1,2021,baseball,Insert,Topps Double Headers,False,False,False,[],{}
TDH-17,Mariano Rivera,New York Yankees,2021 Topps Series 1,2021,baseball,Insert,Topps Double Headers,False,False,False,[],{}
TDH-18,Jackie Robinson,Brooklyn Dodgers,2021 Topps Series 1,2021,baseball,Insert,Topps Double Headers,False,False,False,[],{}
TDH-19,Ernie Banks,Chicago Cubs,2021 Topps Series 1,2021,baseball,Insert,Topps Double Headers,False,False,False,[],{}
TDH-20,Thurman Munson,New York Yankees,2021 Topps Series 1,2021,baseball,Insert,Topps Double Headers,False,False,False,[],{}
TDH-21,Ted Williams,Boston Red Sox,2021 Topps Series 1,2021,baseball,Insert,Topps Double Headers,False,False,False,[],{}
TDH-22,Johnny Bench,Cincinnati Reds,2021 Topps Series 1,2021,baseball,Insert,Topps Double Headers,False,False,False,[],{}
TDH-23,Ichiro,Seattle Mariners,2021 Topps Series 1,2021,baseball,Insert,Topps Double Headers,False,False,False,[],{}
TDH-24,Derek Jeter,New York Yankees,2021 Topps Series 1,2021,baseball,Insert,Topps Double Headers,False,False,False,[],{}
TDH-25,Ken Griffey Jr.,Seattle Mariners,2021 Topps Series 1,2021,baseball,Insert,Topps Double Headers,False,False,False,[],{}
PDC-1,Mike Trout,Angels,2021 Topps Series 1,2021,baseball,Insert,Topps Platinum Players Die Cuts,False,False,False,[],{}
PDC-2,Hank Aaron,Atlanta Braves,2021 Topps Series 1,2021,baseball,Insert,Topps Platinum Players Die Cuts,False,False,False,[],{}
PDC-3,Cal Ripken Jr.,Baltimore Orioles,2021 Topps Series 1,2021,baseball,Insert,Topps Platinum Players Die Cuts,False,False,False,[],{}
PDC-4,Pedro Martinez,Boston Red Sox,2021 Topps Series 1,2021,baseball,Insert,Topps Platinum Players Die Cuts,False,False,False,[],{}
PDC-5,Jackie Robinson,Brooklyn Dodgers,2021 Topps Series 1,2021,baseball,Insert,Topps Platinum Players Die Cuts,False,False,False,[],{}
PDC-6,Johnny Bench,Cincinnati Reds,2021 Topps Series 1,2021,baseball,Insert,Topps Platinum Players Die Cuts,False,False,False,[],{}
PDC-7,Nolan Ryan,Texas Rangers,2021 Topps Series 1,2021,baseball,Insert,Topps Platinum Players Die Cuts,False,False,False,[],{}
PDC-8,George Brett,Kansas City Royals,2021 Topps Series 1,2021,baseball,Insert,Topps Platinum Players Die Cuts,False,False,False,[],{}
PDC-9,Clayton Kershaw,Los Angeles Dodgers,2021 Topps Series 1,2021,baseball,Insert,Topps Platinum Players Die Cuts,False,False,False,[],{}
PDC-10,Frank Thomas,Chicago White Sox,2021 Topps Series 1,2021,baseball,Insert,Topps Platinum Players Die Cuts,False,False,False,[],{}
PDC-11,Reggie Jackson,New York Yankees,2021 Topps Series 1,2021,baseball,Insert,Topps Platinum Players Die Cuts,False,False,False,[],{}
PDC-12,Derek Jeter,New York Yankees,2021 Topps Series 1,2021,baseball,Insert,Topps Platinum Players Die Cuts,False,False,False,[],{}
PDC-13,Willie Mays,San Francisco Giants,2021 Topps Series 1,2021,baseball,Insert,Topps Platinum Players Die Cuts,False,False,False,[],{}
PDC-14,Ken Griffey Jr.,Seattle Mariners,2021 Topps Series 1,2021,baseball,Insert,Topps Platinum Players Die Cuts,False,False,False,[],{}
PDC-15,Ichiro,Seattle Mariners,2021 Topps Series 1,2021,baseball,Insert,Topps Platinum Players Die Cuts,False,False,False,[],{}
PDC-16,Mariano Rivera,New York Yankees,2021 Topps Series 1,2021,baseball,Insert,Topps Platinum Players Die Cuts,False,False,False,[],{}
