player,card_number,set_name,year,sport,team,category,insert_name,is_rookie
Ethan Petry,CPA-EP,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Washington Nationals,Auto,Chrome Prospect Autograph,True
Eli Willits,CPA-EW,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Washington Nationals,Auto,Chrome Prospect Autograph,True
Gavin Fien,CPA-GF,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Texas Rangers,Auto,Chrome Prospect Autograph,True
Gavin Kilen,CPA-GK,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,San Francisco Giants,Auto,Chrome Prospect Autograph,True
Gage Wood,CPA-GW,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Philadelphia Phillies,Auto,Chrome Prospect Autograph,True
Ike Irish,CPA-II,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Baltimore Orioles,Auto,Chrome Prospect Autograph,True
Josh Hammond,CPA-JH,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Kansas City Royals,Auto,Chrome Prospect Autograph,True
JoJo Parker,CPA-JP,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Toronto Blue Jays,Auto,Chrome Prospect Autograph,True
Kade Anderson,CPA-KA,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Seattle Mariners,Auto,Chrome Prospect Autograph,True
Kayson Cunningham,CPA-KC,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Arizona Diamondbacks,Auto,Chrome Prospect Autograph,True
Kane Kepley,CPA-KK,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Chicago Cubs,Auto,Chrome Prospect Autograph,True
Liam Doyle,CPA-LD,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,St. Louis Cardinals,Auto,Chrome Prospect Autograph,True
Max Belyeu,CPA-MB,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Colorado Rockies,Auto,Chrome Prospect Autograph,True
Marcus Phillips,CPA-MP,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Boston Red Sox,Auto,Chrome Prospect Autograph,True
Mitch Voit,CPA-MV,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,New York Mets,Auto,Chrome Prospect Autograph,True
Patrick Forbes,CPA-PF,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Arizona Diamondbacks,Auto,Chrome Prospect Autograph,True
Quentin Young,CPA-QY,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Minnesota Twins,Auto,Chrome Prospect Autograph,True
Riley Quick,CPA-RQ,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Minnesota Twins,Auto,Chrome Prospect Autograph,True
Seth Hernandez,CPA-SH,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Pittsburgh Pirates,Auto,Chrome Prospect Autograph,True
Steele Hall,CPA-SHA,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Cincinnati Reds,Auto,Chrome Prospect Autograph,True
Tyler Bremner,CPA-TB,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Angels,Auto,Chrome Prospect Autograph,True
Tate Southisene,CPA-TS,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Atlanta Braves,Auto,Chrome Prospect Autograph,True
Xavier Neyens,CPA-XN,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Houston Astros,Auto,Chrome Prospect Autograph,True
Billy Carlson,SSA-BC,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Chicago White Sox,Auto,Sapphire Selections Autograph,True
Brady Ebel,SSA-BE,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Milwaukee Brewers,Auto,Sapphire Selections Autograph,True
Eli Willits,SSA-EW,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Washington Nationals,Auto,Sapphire Selections Autograph,True
Gavin Fien,SSA-GF,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Texas Rangers,Auto,Sapphire Selections Autograph,True
Gavin Kilen,SSA-GK,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,San Francisco Giants,Auto,Sapphire Selections Autograph,True
Ike Irish,SSA-II,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Baltimore Orioles,Auto,Sapphire Selections Autograph,True
Jamie Arnold,SSA-JA,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Athletics,Auto,Sapphire Selections Autograph,True
JoJo Parker,SSA-JP,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Toronto Blue Jays,Auto,Sapphire Selections Autograph,True
Kade Anderson,SSA-KA,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Seattle Mariners,Auto,Sapphire Selections Autograph,True
Kayson Cunningham,SSA-KC,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Arizona Diamondbacks,Auto,Sapphire Selections Autograph,True
Kyson Witherspoon,SSA-KW,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Boston Red Sox,Auto,Sapphire Selections Autograph,True
Liam Doyle,SSA-LD,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,St. Louis Cardinals,Auto,Sapphire Selections Autograph,True
Seth Hernandez,SSA-SH,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Pittsburgh Pirates,Auto,Sapphire Selections Autograph,True
Steele Hall,SSA-SHA,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Cincinnati Reds,Auto,Sapphire Selections Autograph,True
Tyler Bremner,SSA-TB,2025 Bowman Draft Baseball Sapphire Edition,2025,Baseball,Angels,Auto,Sapphire Selections Autograph,True
