"name","address","city","state","country","zip","phone","email","facebook_url","instagram_url","website","x_url","discord","ebay_url","tcgplayer_url","types","hours","lat","lng","source","notes"
"Speed Sport Slot Cars and Hobbies","5253 Ehrlich Road","Tampa","FL","US","33624","+1-813-269-5226","speedsportslotcars@gmail.com","https://www.facebook.com/Speedsportslotcars","","https://www.facebook.com/Speedsportslotcars/","","","","","Sports,Hobby","","28.0858787","-82.5390211","osm","OSM way/991608507"
"BASEBALL CARD CLUBHOUSE","2225 SOUTH DALE MABRY HWY","TAMPA","FL","US","33629","(813) 259-0111","","","","https://baseballcardclubhouse.business.site/","","","","","Sports,TCG","","","","directory_list",""
"The Viper Pit Slot Car Raceway","1396 Dillon Road","Thomasville","FL","US","31757","+1-229-224-2919","viperpitraceway@gmail.com","","","https://www.viperpitraceway.com/","","","","","Hobby","","30.8858842","-83.9176281","osm","OSM way/902351591"
"BLUE BREAKS SPORTS & HOBBY CARD STORE","1213 US HWY 41 BYP S","VENICE","FL","US","34285","(941) 837-2429","info@bluebreaks.com","https://www.facebook.com/BlueBreaksLLC","https://www.instagram.com/bluebreaksllc","www.bluebreaks.com","","","https://www.ebay.com/str/bluebreaksbreakinglivenow","","Sports,TCG,Collectibles","","","","directory_list",""
"MATT'S DUGOUT","9180 FOREST HILL BLVD","WELLINGTON","FL","US","33411","(561) 235-0860","","https://www.facebook.com/mattsdugout","https://www.instagram.com/matts_dugout","WWW.MATTSDUGOUT.COM","","","https://www.ebay.com/str/mattsdugoutsportscardandmore","","Cards","","","","directory_list",""
"WORLD CHAMPION SPORTS CARDS","8170 OKEECHOBEE BLVD - STE 3","WEST PALM BEACH","FL","US","33411","(561) 247-7139","worldchampbreak@gmail.com","https://www.facebook.com/groups","https://www.instagram.com/worldchampion_sportscards","www.worldchampionsportscards.org","","","","","Sports,TCG","","","","directory_list",""
"GAME TIME CARDZ","7414 UNIVERSITY BLVD STE 112","WINTER PARK","FL","US","32792","(407) 444-6032","gametimecardz407@gmail.com","https://www.facebook.com/gametimecardz","https://www.instagram.com/gametimecardz407","www.gametimecardz.com","","","http://www.ebay.com/str/gametimecardz","","TCG,Games","","","","directory_list",""
"Level-Up Games","8851 Macon Highway, Suite 309","Athens","GA","US","30606","+1-706-395-6530","info@levelupgamesatl.com","https://www.facebook.com/levelupgamesatl","https://www.instagram.com/levelupgamesatl","https://levelupgamesatl.com/","","","","","Games","Mo-Th 13:00-21:00; Fr 13:00-22:00; Sa 12:00-21:00; Su 11:00-19:00","33.9100134","-83.402199","osm","OSM node/9908350744"
"CARDS HQ","3101 COBB PKWY SE SUITE 100","ATLANTA","GA","US","30339","(678)741-7618","","","","https://www.doxo.com/u/biller/chevron-corporation-33376FA/chevron-corporation-33376FA-0","","","","","TCG","","","","directory_list",""
"Cardboard Castle Games 4015 Columbia Rd, Augusta, GA 30907 ...","4015 Columbia Rd","Augusta","GA","US","","706-305-1714","cardboardcastlegames@yahoo.com","","","https://www.superpages.com/augusta-ga/bpp/cardboard-castle-games-503128530","","","","","TCG,Games","","","","ddg_pass2",""
"Kanto Power","10149 Two Notch Road, Suite C","Columbia","GA","US","29229-4213","+1-803-888-6866","support@stockx.com","","","https://stockx.com/en-gb/pokemon-tcg-kanto-power-mini-tin-collection-costco-exclusive-box-set","","","","","Collectibles","Tu-Sa 11:00-18:00","34.1184511","-80.8808128","osm","OSM node/13607551065"
"DOWNTOWN SPORTS CARDS","819 Oak St","GAINESVILLE","GA","US","30501","(770) 921-2899","","https://www.facebook.com/people","https://www.instagram.com/downtownsportscardsga","WWW.SPORTSCARDSGA.COM","","","https://www.ebay.com/usr/letspullhits","","Sports,TCG","","","","directory_list",""
"Beyond Gaming","4274 Gray Highway","Gray","GA","US","31032","+1-478-221-3340","","","","https://mybeyondgaming.com/","","","","","Games","Tu-Th 14:00-20:00; Fr 14:00-22:00; Sa 12:00-22:00; Su 12:00-20:00","32.9992146","-83.5525466","osm","OSM node/9535999269"
"Boardwalk","1175 Woods Crossing Road, Suite 6","Greenville","GA","US","29607","+1-864-297-6924","game@boardwalk-greenville.com","https://www.facebook.com/boardwalk.greenville","https://www.instagram.com/boardwalksc","https://boardwalk-greenville.com/wp/","","","","","Games","Fr, Sa 11:00-22:00; Su 13:00-18:00; Mo-Th 11:00-21:00","34.8495542","-82.3296425","osm","OSM node/4849739377"
"Borderlands Comics and Games","410 South Pleasantburg Drive","Greenville","GA","US","29607","+1-864-235-3488","borderlandscomics@gmail.com","https://facebook.com/borderlandscomicsandgames","https://instagram.com/borderlandscg","https://www.borderlands.us/","","","","","Comics","Mo-We, Sa 11:00-18:30; Th, Fr 11:00-22:00; Su 13:00-18:00","34.8328489","-82.3697143","osm","OSM way/571421550"
"Games Workshop","1451 Woodruff Road, Suite L","Greenville","GA","US","29607","+1-864-627-4179","","","","https://www.warhammer.com/en-US/home","","","","","Hobby","Su 12:00-15:30, 16:00-18:00; We-Sa 12:00-15:30, 16:00-20:00","34.8233851","-82.2848986","osm","OSM node/3338437696"
"Steel Collectibles","3920 Cherokee Street Northwest, Suite 107","Kennesaw","GA","US","30144","+1 770-675-3424","steelcollectibles@gmail.com","https://www.facebook.com/steelcollectibles","https://instagram.com/steelcollectibles","https://steelcollectibles.com/","","","","","Comics","Tu-Fr 13:00-19:00; Sa 13:00-19:00; Su 13:00-18:00","34.0483572","-84.5979938","osm","OSM node/11897104006"
"ON DECK SPORTSCARDS","875 OAK RD, STE 106","LAWRENCEVILLE","GA","US","30044","(770) 985-1557","","https://www.facebook.com/pg","","https://collectibles-dealers.cmac.ws/on-deck-sports-cards-of-georgia-inc/357/","","","","","Sports,TCG","","","","directory_list",""
"GOT BASEBALL CARDS","2970 ROSEBUD ROAD SW","LOGANVILLE","GA","US","30052","(770) 736-9998","gotbaseballcards@gmail.com","https://www.facebook.com/gotbaseballcards","https://www.instagram.com/gotbaseballcards","www.gotbaseballcards.com","","","https://www.ebay.com/str/gotbaseballcards","","Sports,TCG","","","","directory_list",""
"Black Forest Comis and Collectibles","688 Whitlock Avenue Northwest, Suite 600","Marietta","GA","US","30064","+1-678-568-2262","","","","http://blackforestcomics.com/","","","","","Comics","Tu-Th 13:30-20:30; Fr 12:00-20:00; Sa 12:00-19:00; Su 12:00-17:00","33.9528224","-84.5727686","osm","OSM node/3487927131"
"Blue Gray Cards and Coins","607 Roswell Street","Marietta","GA","US","30060","+1-770-428-1954","","","","https://www.goldatlanta.com/marietta/home/","","","","","Collectibles","","33.9507731","-84.5344508","osm","OSM node/3162293561"
"Giga-bites Café","1851 Roswell Road","Marietta","GA","US","30062","+1 770 578 1497","info@giga-bitescafe.com","http://www.facebook.com/2008","http://instagram.com/gigabitescafe","https://giga-bitescafe.com/","","","","","Games","Mo-Th 12:00-22:00; Fr 12:00-24:00; Sa 10:00-22:00; Su 12:00-20:00","33.9607222","-84.499395","osm","OSM node/4316625181"
"JT Sports Collectibles","2145 Roswell Road, Suite 240","Marietta","GA","US","30062","+1-770-977-0001","","","","https://jt-sports-collectibles.com-place.com/","","","","","Sports","Mo-Fr 10:00-17:00; Sa-Su 10:00-16:00","33.968978","-84.4914709","osm","OSM node/3387910753"
"CHAMPION SPORTSCARDS & COLLECTIBLES","700 SANDY PLAINS RD. SUITE B6","MARIETTA","GA","US","30066","(770) 427-2220","","http://www.facebook.com/2008","","https://www.championsportscards.com/","","","","","Sports,TCG,Collectibles","","","","directory_list",""
"DUCKS DUGOUT","2727 CANTON ROAD, STE 550","MARIETTA","GA","US","30066","(678) 695-7761","info@ducksdugout.com","","","www.ducksdugout.com","","","","","Cards","","","","directory_list",""
"Caffeinated Gamers","4750 Alabama Road, Suite 115","Roswell","GA","US","","+1-678-616-8503","caffeinatedgamersga@gmail.com; homecaffeinatedgamersga@gmail.com2025-01-27t00","https://www.facebook.com/caffeinatedgamers","https://www.instagram.com/caffeinatedgamers","https://caffeinatedgamers.com/","","","","https://caffeinatedgamers.tcgplayerpro.com","Games","Mo-Tu 14:00-22:00; We off; Th 14:00-22:00; Fr,Su 10:00-23:00; Sa 10:00-22:00","34.0650418","-84.4226703","osm","OSM node/12207854846"
"Morningstar Games","30 W. Montgomery Road.Storeoffers most TCG and table-top RPGs","Savannah","GA","US","","(912) 927-2770","","","","https://www.wargames.com/store/230/savannah/morningstar-games","","","","","Games","","","","ddg_targeted",""
"The ChristmasShopSavannahGA- YouTube","5343 is the best source for those hard-to-find Christmas Collectibles","Savannah","GA","US","","(912) 234-5343","wght@300..900","","","https://www.youtube.com/watch?v=8NnidWtTjm0","","","","","Cards","","","","ddg_pass2",""
"Titan Games and Comics","2512 Cobb Parkway South","Smyrna","GA","US","30080","+1-770-690-3110","titansmyrna@gmail.com","https://www.facebook.com/TitanGamesandComicsSmyrna","https://www.instagram.com/titansmyrna","https://www.titangamesandcomics.com/","","","","","Comics","Su 11:00-18:00; Mo-Tu 11:00-20:00; We 10:00-20:00; Th-Sa 11:00-20:00; PH off","33.8905209","-84.478052","osm","OSM node/3048028764"
"MIDDLE GEORGIA SPORTSCARDS AND COLLECTIBLES","1107 RUSSELL PARKWAY","WARNER ROBINS","GA","US","30188","(478) 972-2569","","Www.Facebook.com/group/middlegacardclub","","","","","","","Sports,TCG,Collectibles","","","","directory_list",""
"BT COLLECTIBLES LLC","1025 ROSE CREEK DRIVE SUITE 220","WOODSTOCK","GA","US","30189","(404) 545-3099","","","","https://www.neustarlocaleze.biz/directory/us/ga/woodstock/30189/bstw-collectibles-llc/901132078/","","","","","Collectibles","","","","directory_list",""
"AJTK SPORTSCARDS","98-020 KAMEHAMEHA HIGHWAY, #114A","AIEA","HI","US","96701","(808) 487-6620","","","","https://thecardshopfinder.com/hi/aiea/ajtk-enterprise-sports-cards/","","","https://www.ebay.com/str/redmoon808","","Sports,TCG","","","","directory_list",""
"MAUI SPORTS CARDS","340 HANA HWY SUITE C","KAHULUI","HI","US","96732","(808) 227-6505","","","","https://www.bing.com/aclick?ld=e8XnEP9C76ocvElWC-J9K_bDVUCUzw9eELnLd2Fd09IrKcbuL_1vwgyPGpVdVQ0zI2vwRRPoeMKXWx6Hwyt6mayZjdwM4dCr15YvDqa9MgxQGwLabznmRF9bFaWaN7un6dNAC8Zjr5vQMCPM9YRjyLSnbhbroVMfE3CS0B0gsrvCZFGwWjNht1QUIg0tAh8ygUcFlSeQ&u=aHR0cHMlM2ElMmYlMmZzcG9ydHMuaGEuY29tJTNmdHlwZSUzZG1zbl9zcG9ydHMlMjUyMG1lbW9yYWJpbGlhJTI1MjBzdG9yZXNfcS1NQVVJJTI1MjBTUE9SVFMlMjUyMENBUkRTJTI1MjBLQUhVTFVJJTI1MjBISS1jaWQtNzc0NDcwNDc3OTI1MzAtbXQtYnAtY2xrc3JjLWt3LWRldmljZS1jLWNtcG5pZC0zMTUwNDk1MDgtYWRncGlkLTEyMzkxNTA2NDc4NjkxMzMtbmlkLW8&rlid=56909805dce81e15c7f1f1df6945e218","","","","","Sports,TCG","","","","directory_list",""
"Wild Birds Unlimited","213 Duff Avenue, Suite 4","Ames","IA","US","50010","+1-515-956-3145","","","","https://www.bing.com/aclick?ld=e85qP_Qxe-4WGAPwFoJh5OyTVUCUzM0Qp1q7jz_jHZDmsA0odvHs2JcYkzIz_Zm1sVRZ0VF509cUiCWKJsrisqDu9jq2HzjByy3WV3xNdY2TqthX-epD9IQAV3DaYefXZLXGNq_pGTDajUiTHQJemhsrI0vc6AZw6CfnACC0JovljWDu5xp-k5Y9doelx-c8C_K-2-9g&u=aHR0cHMlM2ElMmYlMmZ3d3cuYW1hem9uLmNvbSUyZnMlMmYlM2ZpZSUzZFVURjglMjZrZXl3b3JkcyUzZHdpbGQlMmJiaXJkcyUyYnVubGltaXRlZCUyNmluZGV4JTNkYXBzJTI2dGFnJTNkbWgwYi0yMCUyNnJlZiUzZHBkX3NsXzd4M3d6NmFsMHJfcCUyNmFkZ3JwaWQlM2QxMzQ0NzAzMjg1NDkzMjEzJTI2aHZhZGlkJTNkODQwNDQyNzg3MTcxNzElMjZodm5ldHclM2RvJTI2aHZxbXQlM2RwJTI2aHZibXQlM2RicCUyNmh2ZGV2JTNkYyUyNmh2bG9jaW50JTNkNDY1MTIlMjZodmxvY3BoeSUzZDY1MTIzJTI2aHZ0YXJnaWQlM2Rrd2QtODQwNDQzMDE0MDQzMTAlM2Fsb2MtMTkwJTI2aHlkYWRjciUzZDI4NDcwXzE0NTYwMTcyJTI2bWNpZCUzZGYyZmEzOTZkYTQ5YjNhZTY5OTgxNDJhYjZmOGUxNDU4JTI2bXNjbGtpZCUzZDg0ZDc1Mjk3OTY4YTExODEwZTQ5M2I0ZDIzMzIwZjZk&rlid=84d75297968a11810e493b4d23320f6d","","","","","Hobby","","42.0240856","-93.6110858","osm","OSM node/10096946267"
"Castle Sports & Collectibles","3913 Center Point Road Northeast","Cedar Rapids","IA","US","","(319)378-9117","","","","https://www.usaypage.com/collectibles-category/iowa-cedar-rapids/castle-sports-collectibles-p4675.html","","","","","Sports,Collectibles","","","","ddg_pass2",""
"HobbyTown","3656 1st Avenue East, Suite A","Cedar Rapids","IA","US","52402","+1-319-382-8040","","https://www.facebook.com/policy.php","https://www.instagram.com/hobbytown","https://www.hobbytown.com/cedar-rapids-ia/l162","","","","","Hobby","Mo 11:00-16:00; Tu-Fr 11:00-18:00; Sa 11:00-17:00","42.0157638","-91.6334016","osm","OSM node/6412936067"
"THE ROOKIE","9992 SWANSON BLVD.","CLIVE","IA","US","50325","(515) 255-4675","info@therookiesportscards.com","","","www.therookiesportscards.com","","","","","Cards","","","","directory_list",""
"RK COLLECTIBLES","2761 OAKDALE BLVD STE #3","CORALVILLE","IA","US","52241","(319) 626-2015","","https://www.facebook.com/groups","","www.rkcollectiblesiowa.com","","","","","Collectibles","","","","directory_list",""
"JAY'S CD & HOBBY","3315 SE 14TH ST","DES MOINES","IA","US","50320","(515) 287-4578","info@jaystoysandgames.com; orders@jaystoysandgames.com","https://www.facebook.com/groups","https://instagram.com/jaystoysandgames","www.JaysToysAndGames.com","","","","","Collectibles","Mo-Fr 10:00-19:00; Sa 10:00-21:00; Su 11:00-18:00","41.5536749","-93.5948207","directory_list","OSM node/1258131653"
"Collective 365","1415 North Cotner Boulevard, Suite 101","Lincoln","IA","US","68505","+1-531-249-1617","collective365lnk@gmail.com","https://www.facebook.com/collective365","https://www.instagram.com/collective365lnk","https://collectivelnk.tcgplayerpro.com/","","","","","TCG","Mo-Fr 12:00-20:00; Sa 11:00-21:00; Su 12:00-18:00","40.8274515","-96.6310906","osm","OSM node/12001591428"
"Rainbow Comics","6891 A Street, Suite 104","Lincoln","IA","US","68510","+1-402-975-8332","","https://www.facebook.com/plugins","","https://shoplincoln.com/rainbowcomics","","","","","Comics","Mo-Tu 10:00-18:00; We-Sa 10:00-20:00; Su 12:00-17:00","40.7976261","-96.6257564","osm","OSM node/11026998375"
"Randy's Roundhouse","918 North 70th Street","Lincoln","IA","US","68505","+1-402-486-0044","intl-segmenter@11.7.10; core-js-bundle@3.2.1; focus-within-polyfill@5.0.9","","","https://randysroundhouse.com/","","","","","Hobby","Mo-We 09:00-17:00; Th 09:00-20:00; Fr 09:00-17:00; Sa 10:00-17:00","40.8222946","-96.6242804","osm","OSM node/9396068316"
"Yarn Junction Company","132 5th Street","West Des Moines","IA","US","50265","+1-515-277-2770","yarnjunction@gmail.com","https://facebook.com/yarnjunctionco","https://www.instagram.com/yarnjunctionco","https://www.yarnjunction.com/","","","","","Hobby","Mo-We 10:00-17:00; Th 10:00-18:00; Sa 10:00-16:00; Su 13:00-16:00","41.5707567","-93.7091064","osm","OSM node/3362621763"
"Deadly Seven Games","4910 West Denton Street","Boise","ID","US","83706","+1-208-207-6877","","","","https://www.deadlysevengames.com/","","","","https://deadlysevensgames.tcgplayerpro.com","Games","Tu-Fr 14:00-22:00; Sa 12:00-22:00","43.6099577","-116.2427151","osm","OSM node/8331594881"
"Fantastic Games","120 North 8th Street","Boise","ID","US","83702","+1-208-345-0204","","https://www.facebook.com/thevoiceofgaming","https://www.instagram.com/thevoiceofgaming","https://www.fantasticgames.com","","","","","Games","","43.6157588","-116.2031276","osm","OSM way/1193887256"
"Rook's Comics and Games","2740 West Main Street","Bozeman","ID","US","59718","+1 406-556-2153","","","","https://www.wargames.com/store/508/bozeman/rooks-comics-games","","","","","Comics","12:00-22:00","45.6722947","-111.074045","osm","OSM node/1573003147"
"Worthy Comics","4025 North Government Way, Suite 5","Coeur d'Alene","ID","US","83815","+12082929252","","https://www.facebook.com/287059407821165","","https://www.findglocal.com/US/Coeur-D'alene/287059407821165/Worthy-Comics","","","","","Comics","Mo-Sa 11:00-18:00, Su 12:00-18:00","47.7165761","-116.7871843","osm","OSM node/13129964359"
"Strategy & Games","200 West Canfield Avenue","Coeur d’Alene","ID","US","83815","+12087627764","strategyngames@gmail.com","https://www.facebook.com/Strategyngames","","http://sngfun.com/","","","","","Games","Mo-Sa 10:00-19:00, Su 10:00-18:00","47.7322122","-116.7903176","osm","OSM node/13129709495"
"Game Grid I.F.","2026 East 17th StreetIdahoFalls","Idaho Falls","ID","US","","9862757340","jordan@gamegridif.com","https://www.facebook.com/profile.php","","https://www.gamegridif.com/","","","","","Games","","","","ddg_pass2",""
"ShoppingIdahoFallsIDIdaho+ Outlet Mall","3341 805 South Holmes Avenue","Idaho Falls","ID","US","","208-522-3341","leaflet@1.9.4","http://www.facebook.com/DiscoverOurTown","","http://www.discoverourtown.com/ID/Idaho-Falls/Shopping-1572.html","","","","","Cards","","","","ddg_pass2",""
"Safari Pearl","660 Pullman Road","Moscow","ID","US","83843","+1-208-882-9499","safaripearl@moscow.com","","","https://www.safaripearl.com","","","","http://safaripearl.tcgplayerpro.com","Comics","Mo-Sa 11:00-19:00; Su 12:00-17:00","46.7337208","-117.0099628","osm","OSM node/13520448530"
"JERRY'S ROOKIE SHOP","3021 W State St - Veterans Park Boise -ID(208) 338-3828","Nampa","ID","US","83703","(208) 338-3828","rookieshop@aol.com","http://www.facebook.com/2008","","https://hub.biz/Nampa-ID/Baseball-Cards-Sports-Memorabilia","","","","","Sports,TCG","","","","ddg_pass2",""
"SportingGoods inNampa,Idaho","1601 Caldwell Blvd","Nampa","ID","US","","(208) 466-0189","","","","https://us-locations.com/id/nampa/sporting-goods","","","","","Sports","","","","ddg_pass2",""
"Holidae Fund and Games - Rigby","129 East Main Street","Rigby","ID","US","83442","+19864977958","","","","https://find-open.com/rexburg/toys-games-stores","","","","","Games","","43.6723855","-111.9141068","osm","OSM node/12162796835"
"Black Dragon Games","756 Falls Avenue","Twin Falls","ID","US","83301","+1 208-969-9837","customersupport@blackdragongames.net","https://www.facebook.com/BlackDragonGamesLLC","https://www.instagram.com/blackdragongamesllc","https://blackdragongames.net","","","","","Games","Mo-Su 10:00-23:00","42.5768064","-114.4637656","osm","OSM node/5862758071"
"CHICAGOLAND SPORTS CARDS & MEMORABILIA","793 SOUTH BUFFALO GROVE ROAD","BUFFALO GROVE","IL","US","60089","(847) 229-2626","contact@chicagolandsportscards.com","https://www.facebook.com/tr","","www.chicagolandsportscards.com","","","","","Sports,TCG,Collectibles","","","","directory_list",""
"Campus Comics","816 East Main Street, Suite B","Carbondale","IL","US","62901","+1-618-457-6011","tngabbb@chattanooga.bbb.org; carol@chattanooga.bbb.org; michelemason@chattanooga.bbb.org","https://www.facebook.com/BetterBusinessBureau","https://www.instagram.com/betterbusinessbureau_","https://www.bbb.org/us/il/carbondale/profile/cpa/manis-ronald-e-cpa-0734-310423858","","","","","Comics,Hobby","","37.7287533","-89.2042142","osm","OSM node/8148183578"
"Box Seat Cards And Collectibles CU","313 North Mattis Avenue","Champaign","IL","US","","217-359-7576","boxseatcards@gmail.com","https://www.facebook.com/boxseatcards","","https://www.facebook.com/boxseatcards/","","","","","TCG,Collectibles","","","","ddg_pass2",""
"Titan Games","723 South Neil Street","Champaign","IL","US","61820","+1-217-607-2317","springfield@titangames.com","https://www.facebook.com/titangamesspringfield","https://www.instagram.com/titangamesspringfield","https://www.titangames.com/","","","","","Games","Mo-Fr 13:00-20:00; Sa 12:00-20:00; Su 12:00-18:00","40.1072136","-88.2439686","osm","OSM node/12703330256"
"Reliquary Gaming","1585 South Calumet Road","Chesterton","IL","US","46304","+1-219-728-6681","reliquarygaming@gmail.com","https://www.facebook.com/ReliquaryGaming","https://instagram.com/reliquarygaming","https://linktr.ee/reliquarygaming","","","","","Games","Mo-Th 13:00-20:00,Fr 13:00-22:00,Sa 12:00-22:00,Su 13:00-20:00","41.5961626","-87.0464896","osm","OSM node/13616278440"
"Central Collectables","829 N Roselle Rd Roselle","Chicago","IL","US","","847-306-9632","wght@300..900","","","https://www.youtube.com/channel/UCL-wlhEAqEHyDmQKcy6gOog","","","","","Cards","","","","ddg_targeted",""
"Chicago Toy Hunting.com","711 W. Belmont Ave","Chicago","IL","US","","847-902-2867","","","","http://chicagotoyhunting.com/","","","","","Cards","","","","ddg_pass2",""
"Chicagoland Games Dice Dojo","5550 North Broadway","Chicago","IL","US","60640","+1 773 728 3656","staff@chicagolandgames.com","https://www.facebook.com/chicagolandgames","https://instagram.com/dicedojo","https://chicagolandgames.com/","","","","http://chicagolandgames.tcgplayerpro.com","Games","Mo-Sa 10:00-00:00; Su 10:00-22:00; Tu 10:00-22:00","41.9832846","-87.6603147","osm","OSM node/1490113557"
"Maximum Distractions","4405 North Milwaukee Avenue","Chicago","IL","US","60630","+1-708-320-2535","intl-segmenter@11.7.10; core-js-bundle@3.2.1; focus-within-polyfill@5.0.9","https://www.facebook.com/Maximum-Distractions-1430652357223503","","https://maximumdistraction.wixsite.com/maximumdistractions","","","","","Comics","Tu-Sa 12:00-20:00; Su 12:00-18:00","41.9608066","-87.7543467","osm","OSM node/12117525031"
"Prism Games","2874 North Milwaukee Avenue","Chicago","IL","US","60618","+1-773-661-9742","prismgameschicago@gmail.com","https://www.facebook.com/tr","https://www.instagram.com/prismgameschicago","https://www.prismgameschicago.com/","","","","","Games","","41.9334961","-87.7149408","osm","OSM node/10926248927"
"BRIDGEPORT HOBBY","751 W 35TH ST","CHICAGO","IL","US","60608","(312) 624-8369","lodash@4.17.21; in-view@0.6.1","https://www.facebook.com/Loc8NearMe","","https://www.loc8nearme.com/illinois/chicago/bridgeport-hobby-sports-cards/8404290/","","","","","Collectibles","Mo-Fri 11:00-18:00; Sa 12:00-17:00","41.8306304","-87.6455912","directory_list","OSM node/12288055748"
"ELITE SPORTS CARDS AND COMIC","2028 W. MONTROSE AVE","CHICAGO","IL","US","60618","(773) 784-1396","","","","https://www.superpages.com/chicago-il/comic-books","","","","","Sports,Comics,TCG","","","","directory_list",""
"The RC Shack","2104 East Locust Street","Decatur","IL","US","62521","+12174505000","thercshack@aol.com","http://www.facebook.com/TheRcShack","","https://www.thercshack.com/","","","","","Hobby","Tu-Th 10:00-18:00; Fr 10:00-17:00; Sa 10:00-14:00","39.8568733","-88.9276758","osm","OSM way/984788604"
"Warhammer","947 Burlington Avenue","Downers Grove","IL","US","60515","+1-630-515-1482","","","","https://www.tripadvisor.de/Tourism-g35904-Downers_Grove_DuPage_County_Illinois-Vacations.html","","","","","Hobby","","41.7949584","-88.0099038","osm","OSM node/8003613985"
"Baseball Card Connection","313 West Jefferson Avenue","Effingham","IL","US","62401","+1-217-342-2539","connect@consolidated.net","https://www.facebook.com/bbcardconnection","https://www.instagram.com/baseballcardconnection","https://baseballcardconnection.com/","","","https://www.ebay.com/str/baseballcardconnection","","Sports","We-Fr 11:00-17:00; Sa 10:00-14:00","39.1213887","-88.5447826","osm","OSM node/12723981559"
"Thom's Comics & Collectibles","817 Walnut Avenue","Elgin","IL","US","60123","+18476975550","frey@shipyourdirectory.com","","","https://comicbookstores.co/comic-shop/united-states/illinois/elgin/thoms-comics-collectibles/","","","","","Comics","","42.0284576","-88.2983701","osm","OSM node/12653937774"
"TOP SHELF SPORTS CARDS","359 S RANDALL RD","ELGIN","IL","US","60123","(847) 214-1637","topshelfbreaks@gmail.com","","","https://topshelfsportscards.com/","","","","","Sports,TCG","","","","directory_list",""
"The Gaming Goat Elmhurst","160 North York Street","Elmhurst","IL","US","60126","+13319792159","tggelmhurst@gmail.com","https://www.facebook.com/TGGElmhurst","","https://www.facebook.com/TGGElmhurst/","","","","","Games","Mo-Su 11:00-9:00","41.9019194","-87.9401033","osm","OSM node/9983685992"
"Evanston Games & Cafe","1707 Maple Avenue","Evanston","IL","US","60201","+12249997615","evanstongamer@gmail.com","https://www.facebook.com/EvanstonGames","https://www.instagram.com/evanstongames","https://www.evanstongames.com/","","","","","Games","","42.048902","-87.6843979","osm","OSM node/12051347234"
"Azure Dragon Games","1108 4th Street","Fulton","IL","US","61252","+1-563-272-8671","","https://www.facebook.com/people","","https://azuredragongames.square.site","","","","","Collectibles","Mo-Su 11:00-21:00","41.8658101","-90.1658767","osm","OSM node/13462927543"
"THE SANDLOT SPORTS","567 ROOSEVELT ROAD","GLEN ELLYN","IL","US","60137","(630) 359-3289","hello@domain.com","","https://www.instagram.com/thesandlotsports","www.thesandlotsports.com","","","","","Sports","","","","directory_list",""
"BERGIE'S SPORTS CARD DUGOUT INC","474 CENTRAL AVE SUIT 1","HIGHLAND PARK","IL","US","60035","(847) 433-2250","bergie2399@aol.com","https://www.facebook.com/bergiesports","","https://www.facebook.com/bergiesports","","","","","Sports,TCG","","","","directory_list",""
"BRICKS AND IVY SPORTS","207 E. MAIN ST.","HOOPESTON","IL","US","60942","(217) 283-2250","bricksandivysports@gmail.com","https://www.facebook.com/1447158195329641","https://www.instagram.com/bricksandivysports","https://bricksandivysports.com/","","","","","Sports","","","","directory_list",""
"America's Best Train, Toy & Hobby Shop","865 Maplewood Drive","Itasca","IL","US","60143","+1 630-467-1102","","","","https://www.americasbesttrain.com/","","","","","Hobby","","41.9721704","-88.0279795","osm","OSM way/264408458"
"Chupacabra Games","1116B Houbolt Road","Joliet","IL","US","60431","+1 779 242 1460","contactchupacabra@gmail.com","","","https://www.chupacabra-games.com/","","","","","Collectibles","","41.5016875","-88.1679817","osm","OSM node/13345640171"
"CARD POP USA","1114 W JEFFERSON ST","JOLIET","IL","US","60435","(779) 707-5872","","https://www.facebook.com/tr","http://instagram.com/cardpopusa","https://cardpopusa.com/products/pokemon-game-nights","","","","","TCG","","","","directory_list",""
"MINT MEMORABILIA","808 S RAND ROAD","LAKE ZURICH","IL","US","60047","(224) 677-6183","sellersupport@whatnot.com; notifications@stripe.com; trustandsafety@whatnot.com","","","https://www.whatnot.com/user/mint_mem","","","","","Collectibles","","","","directory_list",""
"Epicenter Games and More","501 Woodlawn Road","Lincoln","IL","US","62656-1404","+1-217-605-0250","leaflet@1.9.4","https://www.facebook.com/theepicentergaming","","https://www.lgsfinder.org/illinois/lincoln/epicenter-games-and-more-lincoln","","","","","Collectibles","Tu 13:00-20:00; We-Th 13:00-21:00; Fr 13:00-23:00; Sa 10:00-16:00","40.1574222","-89.3728928","osm","OSM node/13374551088"
"Rad Lad Games","415 East Main Street","Mahomet","IL","US","61853","+1-217-493-8296","radladgame@gmail.com","https://www.facebook.com/RadLadGames","https://www.instagram.com/RadLadGames","https://www.radladgames.com","","","","","Games","Tu-Fr 15:00-21:00; Sa 12:00-21:00; Su 12:00-16:00","40.1947771","-88.4035124","osm","OSM way/525007443"
"Ninjacat Card Shop","710 East Ogden Avenue, Suite 170","Naperville","IL","US","60563","+1 708 796 5445","","","","https://ninjacatcardshop.tcgplayerpro.com/","","","","","TCG","Mo-We 15:00-21:00; Fr 15:00-21:00; Sa 14:00-20:00; Su 10:00-17:00","41.7863362","-88.1341351","osm","OSM node/13397473999"
