card_number,player_name,team
QA-HSBW,Eli Willits,Washington Nationals
QA-MWWL,Jesús Made,Milwaukee Brewers
QA-MWWL,JJ Wetherholt,St. Louis Cardinals
QA-MWWL,George Lombard Jr.,New York Yankees
QA-MWWL,Eli Willits,Washington Nationals
QA-PHCF,Steele Hall,Cincinnati Reds
QA-PHCF,JoJo Parker,Toronto Blue Jays
QA-PHCF,Gavin Fien,Texas Rangers
QA-PHCF,Billy Carlson,Chicago White Sox
QA-PWLB,Jett Williams,New York Mets
QA-PWLB,Edward Lantigua,New York Mets
QA-PWLB,Carson Benge,New York Mets
QA-PWLB,Elian Peña,New York Mets
QA-SSFC,Garrett Crochet,Boston Red Sox
QA-SSFC,Max Fried,New York Yankees
QA-SSFC,Tarik Skubal,Detroit Tigers
QA-SSFC,Paul Skenes,Pittsburgh Pirates
QA-WGSM,Theo Gillen,Tampa Bay Rays
QA-WGSM,Aidan Smith,Tampa Bay Rays
QA-WGSM,Tre' Morgan,Tampa Bay Rays
QA-WGSM,Carson Williams,Tampa Bay Rays
FTA-AAA,Luisangel Acuña,New York Mets
FTA-AAA,Bryan Acuña,Minnesota Twins
FTA-AAA,Ronald Acuña Jr.,Atlanta Braves
FTA-FFF,Jadyn Fielder,Milwaukee Brewers
FTA-FFF,Prince Fielder,Detroit Tigers
FTA-FFF,Cecil Fielder,Detroit Tigers
FDA-AA,Ronald Acuña Jr.,Atlanta Braves
FDA-AA,Luisangel Acuña,New York Mets
FDA-CC,Jaison Chourio,Cleveland Guardians
FDA-CC,Jackson Chourio,Milwaukee Brewers
FDA-FI,Gavin Fien,Texas Rangers
FDA-FI,Dylan Fien,Athletics
FDA-GG,Vladimir Guerrero Jr.,Toronto Blue Jays
FDA-SA,Andrew Salas,Miami Marlins
FDA-SA,Ethan Salas,San Diego Padres
FDA-SS,Tate Southisene,Atlanta Braves
FDA-SS,Ty Southisene,Chicago Cubs
BSA-CS,Cam Smith,Houston Astros
BSA-JC,Jac Caglianone,Kansas City Royals
BSA-JS,Juan Soto,New York Mets
BSA-JW,James Wood,Washington Nationals
BSA-MT,Mike Trout,Angels
BSA-NK,Nick Kurtz,Athletics
BSA-PC,Pete Crow-Armstrong,Chicago Cubs
BSA-RA,Roman Anthony,Boston Red Sox
CA-CC,Charlie Condon,Colorado Rockies
CA-EW,Eli Willits,Washington Nationals
CA-JC,Jac Caglianone,Kansas City Royals
CA-JW,Jacob Wilson,Athletics
CA-LD,Leo De Vries,Athletics
CA-NK,Nick Kurtz,Athletics
CA-PC,Pete Crow-Armstrong,Chicago Cubs
CA-RA,Roman Anthony,Boston Red Sox
CA-RS,Roki Sasaki,Los Angeles Dodgers
PPA-ASA,Adolfo Sanchez,Cincinnati Reds
PPA-ASM,Aidan Smith,Tampa Bay Rays
PPA-BM,Braden Montgomery,Chicago White Sox
PPA-BMA,Brice Matthews,Houston Astros
PPA-BR,Bryce Rainer,Detroit Tigers
PPA-CB,Chase Burns,Cincinnati Reds
PPA-CC,Charlie Condon,Colorado Rockies
PPA-CM,Christian Moore,Angels
PPA-DJ,Dawel Joseph,Seattle Mariners
PPA-FA,Franklin Arias,Boston Red Sox
PPA-GL,George Lombard Jr.,New York Yankees
PPA-HS,Hagen Smith,Chicago White Sox
PPA-JC,Jac Caglianone,Kansas City Royals
PPA-JG,Josuar Gonzalez,San Francisco Giants
PPA-JL,Joswa Lugo,Angels
PPA-JM,Jesús Made,Milwaukee Brewers
PPA-JW,JJ Wetherholt,St. Louis Cardinals
PPA-KG,Konnor Griffin,Pittsburgh Pirates
PPA-KM,Kevin McGonigle,Detroit Tigers
PPA-OC,Owen Caissie,Chicago Cubs
PPA-PM,PJ Morlando,Miami Marlins
PPA-RC,Robert Calaz,Colorado Rockies
PPA-SK,Seaver King,Washington Nationals
PPA-SM,Shotaro Morii,Athletics
PPA-TB,Travis Bazzana,Cleveland Guardians
PPA-YM,Yohandy Morales,Washington Nationals
