player,card_number,set_name,year,sport,team,category,insert_name,is_rookie
Keibert Ruiz,201,2026 Topps Heritage Baseball,2026,Baseball,Washington Nationals,Base,,False
Shota Imanaga,202,2026 Topps Heritage Baseball,2026,Baseball,Chicago Cubs,Base,,False
Trey Sweeney,203,2026 Topps Heritage Baseball,2026,Baseball,Detroit Tigers,Base,,False
Jack Flaherty,204,2026 Topps Heritage Baseball,2026,Baseball,Detroit Tigers,Base,,True
Christian Montes De Oca,205,2026 Topps Heritage Baseball,2026,Baseball,Arizona Diamondbacks,Base,,True
Luis Severino,206,2026 Topps Heritage Baseball,2026,Baseball,Athletics,Base,,False
David Bednar,207,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Base,,False
Parker Meadows,208,2026 Topps Heritage Baseball,2026,Baseball,Detroit Tigers,Base,,False
Drake Baldwin,209,2026 Topps Heritage Baseball,2026,Baseball,Atlanta Braves,Base,,False
Shane Bieber,210,2026 Topps Heritage Baseball,2026,Baseball,Toronto Blue Jays,Base,,False
Andrew Hoffman,211,2026 Topps Heritage Baseball,2026,Baseball,Arizona Diamondbacks,Base,,True
Chase Burns,212,2026 Topps Heritage Baseball,2026,Baseball,Cincinnati Reds,Base,,True
Starling Marte,213,2026 Topps Heritage Baseball,2026,Baseball,New York Mets,Base,,False
William Contreras,214,2026 Topps Heritage Baseball,2026,Baseball,Milwaukee Brewers,Base,,False
Ryan O'Hearn,215,2026 Topps Heritage Baseball,2026,Baseball,San Diego Padres,Base,,False
Geraldo Perdomo,216,2026 Topps Heritage Baseball,2026,Baseball,Arizona Diamondbacks,Base,,False
Christian Walker,217,2026 Topps Heritage Baseball,2026,Baseball,Houston Astros,Base,,False
Jackson Holliday,218,2026 Topps Heritage Baseball,2026,Baseball,Baltimore Orioles,Base,,False
Yainer Diaz,219,2026 Topps Heritage Baseball,2026,Baseball,Houston Astros,Base,,False
Ketel Marte,220,2026 Topps Heritage Baseball,2026,Baseball,Arizona Diamondbacks,Base,,False
Sal Stewart,221,2026 Topps Heritage Baseball,2026,Baseball,Cincinnati Reds,Base,,True
Cam Schlittler,222,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Base,,True
Daulton Varsho,223,2026 Topps Heritage Baseball,2026,Baseball,Toronto Blue Jays,Base,,False
Davis Schneider,224,2026 Topps Heritage Baseball,2026,Baseball,Toronto Blue Jays,Base,,False
Dominic Smith,225,2026 Topps Heritage Baseball,2026,Baseball,San Francisco Giants,Base,,False
Ryan Jeffers,226,2026 Topps Heritage Baseball,2026,Baseball,Minnesota Twins,Base,,False
Jake Mangum,227,2026 Topps Heritage Baseball,2026,Baseball,Tampa Bay Rays,Base,,False
Connelly Early,228,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Base,,True
Kenley Jansen,229,2026 Topps Heritage Baseball,2026,Baseball,Angels,Base,,False
Thomas Saggese,230,2026 Topps Heritage Baseball,2026,Baseball,St. Louis Cardinals,Base,,False
Andy Pages,235,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Base,,False
JJ Bleday,236,2026 Topps Heritage Baseball,2026,Baseball,Athletics,Base,,False
Trevor Rogers,237,2026 Topps Heritage Baseball,2026,Baseball,Baltimore Orioles,Base,,False
Corbin Burnes,238,2026 Topps Heritage Baseball,2026,Baseball,Arizona Diamondbacks,Base,,False
Edgar Quero,239,2026 Topps Heritage Baseball,2026,Baseball,Chicago White Sox,Base,,False
Julio Rodríguez,240,2026 Topps Heritage Baseball,2026,Baseball,Seattle Mariners,Base,,False
Seiya Suzuki,241,2026 Topps Heritage Baseball,2026,Baseball,Chicago Cubs,Base,,False
Parker Messick,242,2026 Topps Heritage Baseball,2026,Baseball,Cleveland Guardians,Base,,True
Gleyber Torres,243,2026 Topps Heritage Baseball,2026,Baseball,Detroit Tigers,Base,,False
Evan Carter,244,2026 Topps Heritage Baseball,2026,Baseball,Texas Rangers,Base,,False
Trey Yesavage,245,2026 Topps Heritage Baseball,2026,Baseball,Toronto Blue Jays,Base,,True
Dalton Rushing,246,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Base,,False
Moisés Ballesteros,247,2026 Topps Heritage Baseball,2026,Baseball,Chicago Cubs,Base,,False
Carlos Narváez,248,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Base,,False
Christian Moore,249,2026 Topps Heritage Baseball,2026,Baseball,Angels,Base,,True
Giancarlo Stanton,250,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Base,,False
Joey Cantillo,251,2026 Topps Heritage Baseball,2026,Baseball,Cleveland Guardians,Base,,False
Matt McLain,252,2026 Topps Heritage Baseball,2026,Baseball,Cincinnati Reds,Base,,False
Byron Buxton,253,2026 Topps Heritage Baseball,2026,Baseball,Minnesota Twins,Base,,False
Zac Gallen,254,2026 Topps Heritage Baseball,2026,Baseball,Arizona Diamondbacks,Base,,False
Joe Ryan,255,2026 Topps Heritage Baseball,2026,Baseball,Minnesota Twins,Base,,False
Bo Naylor,256,2026 Topps Heritage Baseball,2026,Baseball,Cleveland Guardians,Base,,False
Victor Mesa Jr.,257,2026 Topps Heritage Baseball,2026,Baseball,Miami Marlins,Base,,False
Taylor Ward,258,2026 Topps Heritage Baseball,2026,Baseball,Baltimore Orioles,Base,,False
Miguel Andujar,259,2026 Topps Heritage Baseball,2026,Baseball,Cincinnati Reds,Base,,False
Dylan Cease,260,2026 Topps Heritage Baseball,2026,Baseball,Toronto Blue Jays,Base,,False
Pete Crow-Armstrong,261,2026 Topps Heritage Baseball,2026,Baseball,Chicago Cubs,Base,,False
Adam Frazier,262,2026 Topps Heritage Baseball,2026,Baseball,Kansas City Royals,Base,,False
Justin Martinez,263,2026 Topps Heritage Baseball,2026,Baseball,Arizona Diamondbacks,Base,,False
Ozzie Albies,264,2026 Topps Heritage Baseball,2026,Baseball,Atlanta Braves,Base,,False
Bubba Chandler,265,2026 Topps Heritage Baseball,2026,Baseball,Pittsburgh Pirates,Base,,True
Spencer Horwitz,266,2026 Topps Heritage Baseball,2026,Baseball,Pittsburgh Pirates,Base,,False
Jorge Mateo,267,2026 Topps Heritage Baseball,2026,Baseball,Baltimore Orioles,Base,,False
Hyeseong Kim,268,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Base,,False
Cal Raleigh,269,2026 Topps Heritage Baseball,2026,Baseball,Seattle Mariners,Base,,False
Andrew McCutchen,270,2026 Topps Heritage Baseball,2026,Baseball,Pittsburgh Pirates,Base,,False
Austin Riley,271,2026 Topps Heritage Baseball,2026,Baseball,Atlanta Braves,Base,,False
Jackson Chourio,272,2026 Topps Heritage Baseball,2026,Baseball,Milwaukee Brewers,Base,,False
Sean Murphy,273,2026 Topps Heritage Baseball,2026,Baseball,Atlanta Braves,Base,,False
Brooks Baldwin,274,2026 Topps Heritage Baseball,2026,Baseball,Chicago White Sox,Base,,False
Nick Kurtz,275,2026 Topps Heritage Baseball,2026,Baseball,Athletics,Base,,False
Chris Sale,278,2026 Topps Heritage Baseball,2026,Baseball,Atlanta Braves,Base,,False
Jacob Young,279,2026 Topps Heritage Baseball,2026,Baseball,Washington Nationals,Base,,False
Trevor Larnach,280,2026 Topps Heritage Baseball,2026,Baseball,Minnesota Twins,Base,,False
Tarik Skubal,281,2026 Topps Heritage Baseball,2026,Baseball,Detroit Tigers,Base,,False
Will Smith,282,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Base,,False
Jeremy Peña,283,2026 Topps Heritage Baseball,2026,Baseball,Houston Astros,Base,,False
Cedric Mullins,284,2026 Topps Heritage Baseball,2026,Baseball,Tampa Bay Rays,Base,,False
Lane Thomas,285,2026 Topps Heritage Baseball,2026,Baseball,Cleveland Guardians,Base,,False
Randy Arozarena,286,2026 Topps Heritage Baseball,2026,Baseball,Seattle Mariners,Base,,False
Gunnar Henderson,287,2026 Topps Heritage Baseball,2026,Baseball,Baltimore Orioles,Base,,False
Eduardo Rodriguez,288,2026 Topps Heritage Baseball,2026,Baseball,Arizona Diamondbacks,Base,,False
J.P. Crawford,289,2026 Topps Heritage Baseball,2026,Baseball,Seattle Mariners,Base,,False
Shohei Ohtani,290,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Base,,False
Freddy Peralta,291,2026 Topps Heritage Baseball,2026,Baseball,Milwaukee Brewers,Base,,False
Mick Abel,292,2026 Topps Heritage Baseball,2026,Baseball,Minnesota Twins,Base,,False
Luis Arraez,293,2026 Topps Heritage Baseball,2026,Baseball,San Diego Padres,Base,,False
MacKenzie Gore,294,2026 Topps Heritage Baseball,2026,Baseball,Washington Nationals,Base,,False
James Wood,295,2026 Topps Heritage Baseball,2026,Baseball,Washington Nationals,Base,,False
TJ Friedl,296,2026 Topps Heritage Baseball,2026,Baseball,Cincinnati Reds,Base,,False
Anthony Volpe,297,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Base,,False
Chase Meidroth,298,2026 Topps Heritage Baseball,2026,Baseball,Chicago White Sox,Base,,False
Matt Shaw,299,2026 Topps Heritage Baseball,2026,Baseball,Chicago Cubs,Base,,False
Orion Kerkering,300,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Base,,False
Josh Smith,301,2026 Topps Heritage Baseball,2026,Baseball,Texas Rangers,Base,,False
Corey Seager,302,2026 Topps Heritage Baseball,2026,Baseball,Texas Rangers,Base,,False
Curtis Mead,303,2026 Topps Heritage Baseball,2026,Baseball,Chicago White Sox,Base,,False
Jack Leiter,304,2026 Topps Heritage Baseball,2026,Baseball,Texas Rangers,Base,,False
Michael Busch,305,2026 Topps Heritage Baseball,2026,Baseball,Chicago Cubs,Base,,False
Juan Soto,306,2026 Topps Heritage Baseball,2026,Baseball,New York Mets,Base,,False
Ryan Weathers,307,2026 Topps Heritage Baseball,2026,Baseball,Miami Marlins,Base,,False
Oneil Cruz,308,2026 Topps Heritage Baseball,2026,Baseball,Pittsburgh Pirates,Base,,False
Andrew Vaughn,309,2026 Topps Heritage Baseball,2026,Baseball,Milwaukee Brewers,Base,,False
Bryce Eldridge,310,2026 Topps Heritage Baseball,2026,Baseball,San Francisco Giants,Base,,True
Carlos Estévez,314,2026 Topps Heritage Baseball,2026,Baseball,Kansas City Royals,Base,,False
Robinson Piña,315,2026 Topps Heritage Baseball,2026,Baseball,Toronto Blue Jays,Base,,True
Merrill Kelly,316,2026 Topps Heritage Baseball,2026,Baseball,Texas Rangers,Base,,False
Kodai Senga,317,2026 Topps Heritage Baseball,2026,Baseball,New York Mets,Base,,False
Victor Scott II,318,2026 Topps Heritage Baseball,2026,Baseball,St. Louis Cardinals,Base,,False
Matt Wallner,319,2026 Topps Heritage Baseball,2026,Baseball,Minnesota Twins,Base,,False
Salvador Perez,320,2026 Topps Heritage Baseball,2026,Baseball,Kansas City Royals,Base,,False
Kody Clemens,321,2026 Topps Heritage Baseball,2026,Baseball,Minnesota Twins,Base,,False
Fernando Tatis Jr.,322,2026 Topps Heritage Baseball,2026,Baseball,San Diego Padres,Base,,False
Heriberto Hernández,323,2026 Topps Heritage Baseball,2026,Baseball,Miami Marlins,Base,,True
Denzel Clarke,324,2026 Topps Heritage Baseball,2026,Baseball,Athletics,Base,,False
Brice Turang,325,2026 Topps Heritage Baseball,2026,Baseball,Milwaukee Brewers,Base,,False
Carson Kelly,326,2026 Topps Heritage Baseball,2026,Baseball,Chicago Cubs,Base,,False
Willy Adames,327,2026 Topps Heritage Baseball,2026,Baseball,San Francisco Giants,Base,,False
José Caballero,328,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Base,,False
Grant Taylor,329,2026 Topps Heritage Baseball,2026,Baseball,Chicago White Sox,Base,,True
Cristian Javier,330,2026 Topps Heritage Baseball,2026,Baseball,Houston Astros,Base,,False
Rhys Hoskins,331,2026 Topps Heritage Baseball,2026,Baseball,Milwaukee Brewers,Base,,False
Christian Yelich,332,2026 Topps Heritage Baseball,2026,Baseball,Milwaukee Brewers,Base,,False
Colton Cowser,338,2026 Topps Heritage Baseball,2026,Baseball,Baltimore Orioles,Base,,False
Lenyn Sosa,339,2026 Topps Heritage Baseball,2026,Baseball,Chicago White Sox,Base,,False
Wyatt Langford,340,2026 Topps Heritage Baseball,2026,Baseball,Texas Rangers,Base,,False
Alejandro Kirk,341,2026 Topps Heritage Baseball,2026,Baseball,Toronto Blue Jays,Base,,False
Michael Harris II,342,2026 Topps Heritage Baseball,2026,Baseball,Atlanta Braves,Base,,False
Kerry Carpenter,343,2026 Topps Heritage Baseball,2026,Baseball,Detroit Tigers,Base,,False
David Hamilton,344,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Base,,False
Otto Lopez,345,2026 Topps Heritage Baseball,2026,Baseball,Miami Marlins,Base,,False
Hunter Goodman,346,2026 Topps Heritage Baseball,2026,Baseball,Colorado Rockies,Base,,False
Danny Jansen,347,2026 Topps Heritage Baseball,2026,Baseball,Milwaukee Brewers,Base,,False
Shane Baz,348,2026 Topps Heritage Baseball,2026,Baseball,Tampa Bay Rays,Base,,False
CJ Abrams,349,2026 Topps Heritage Baseball,2026,Baseball,Washington Nationals,Base,,False
Freddie Freeman,350,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Base,,False
Jackson Merrill,351,2026 Topps Heritage Baseball,2026,Baseball,San Diego Padres,Base,,False
Gavin Lux,352,2026 Topps Heritage Baseball,2026,Baseball,Cincinnati Reds,Base,,False
Shane Smith,353,2026 Topps Heritage Baseball,2026,Baseball,Chicago White Sox,Base,,False
Joey Loperfido,354,2026 Topps Heritage Baseball,2026,Baseball,Toronto Blue Jays,Base,,False
Brenton Doyle,355,2026 Topps Heritage Baseball,2026,Baseball,Colorado Rockies,Base,,False
Marcelo Mayer,356,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Base,,False
Harrison Bader,357,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Base,,False
Masyn Winn,358,2026 Topps Heritage Baseball,2026,Baseball,St. Louis Cardinals,Base,,False
Aroldis Chapman,359,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Base,,True
Owen Caissie,360,2026 Topps Heritage Baseball,2026,Baseball,Chicago Cubs,Base,,True
Gabriel Moreno,361,2026 Topps Heritage Baseball,2026,Baseball,Arizona Diamondbacks,Base,,False
Wilyer Abreu,362,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Base,,False
Nick Castellanos,363,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Base,,False
C.J. Kayfus,364,2026 Topps Heritage Baseball,2026,Baseball,Cleveland Guardians,Base,,True
Kyle Isbel,365,2026 Topps Heritage Baseball,2026,Baseball,Kansas City Royals,Base,,False
Marcus Semien,366,2026 Topps Heritage Baseball,2026,Baseball,Texas Rangers,Base,,False
Kristian Campbell,367,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Base,,False
Brayan Rocchio,368,2026 Topps Heritage Baseball,2026,Baseball,Cleveland Guardians,Base,,False
Brandon Lowe,369,2026 Topps Heritage Baseball,2026,Baseball,Tampa Bay Rays,Base,,False
Addison Barger,370,2026 Topps Heritage Baseball,2026,Baseball,Toronto Blue Jays,Base,,False
Yoshinobu Yamamoto,371,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Base,,False
Junior Caminero,380,2026 Topps Heritage Baseball,2026,Baseball,Tampa Bay Rays,Base,,False
Ryan McMahon,381,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Base,,False
Bryson Stott,382,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Base,,False
Corbin Carroll,383,2026 Topps Heritage Baseball,2026,Baseball,Arizona Diamondbacks,Base,,False
Adolis García,384,2026 Topps Heritage Baseball,2026,Baseball,Texas Rangers,Base,,False
Carlos Rodón,385,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Base,,False
Payton Tolle,386,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Base,,True
Kyle Stowers,395,2026 Topps Heritage Baseball,2026,Baseball,Miami Marlins,Base,,False
Cade Horton,396,2026 Topps Heritage Baseball,2026,Baseball,Chicago Cubs,Base,,False
Ceddanne Rafaela,397,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Base,,False
Zach McKinstry,398,2026 Topps Heritage Baseball,2026,Baseball,Detroit Tigers,Base,,False
Jordan Walker,399,2026 Topps Heritage Baseball,2026,Baseball,St. Louis Cardinals,Base,,False
Mickey Moniak,400,2026 Topps Heritage Baseball,2026,Baseball,Colorado Rockies,Base,,False
Josh Hader,9,2026 Topps Heritage Baseball,2026,Baseball,Houston Astros,Insert,Chrome Variation,False
Aaron Judge,10,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Insert,Chrome Variation,False
Jose Altuve,11,2026 Topps Heritage Baseball,2026,Baseball,Houston Astros,Insert,Chrome Variation,False
Mookie Betts,12,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Insert,Chrome Variation,False
Agustín Ramírez,13,2026 Topps Heritage Baseball,2026,Baseball,Miami Marlins,Insert,Chrome Variation,False
Jhoan Duran,14,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Insert,Chrome Variation,False
Jarren Duran,15,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Insert,Chrome Variation,False
Kyle Bradish,16,2026 Topps Heritage Baseball,2026,Baseball,Baltimore Orioles,Insert,Chrome Variation,False
Jacob Wilson,17,2026 Topps Heritage Baseball,2026,Baseball,Athletics,Insert,Chrome Variation,False
Eury Pérez,18,2026 Topps Heritage Baseball,2026,Baseball,Miami Marlins,Insert,Chrome Variation,False
Brett Baty,19,2026 Topps Heritage Baseball,2026,Baseball,New York Mets,Insert,Chrome Variation,False
Jonathan Aranda,20,2026 Topps Heritage Baseball,2026,Baseball,Tampa Bay Rays,Insert,Chrome Variation,False
Ernie Clement,21,2026 Topps Heritage Baseball,2026,Baseball,Toronto Blue Jays,Insert,Chrome Variation,False
Kris Bryant,22,2026 Topps Heritage Baseball,2026,Baseball,Colorado Rockies,Insert,Chrome Variation,False
Garrett Crochet,23,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Insert,Chrome Variation,False
Luis Castillo,24,2026 Topps Heritage Baseball,2026,Baseball,Seattle Mariners,Insert,Chrome Variation,False
Yordan Alvarez,25,2026 Topps Heritage Baseball,2026,Baseball,Houston Astros,Insert,Chrome Variation,False
Jaden Hill,26,2026 Topps Heritage Baseball,2026,Baseball,Colorado Rockies,Insert,Chrome Variation,False
Casey Schmitt,27,2026 Topps Heritage Baseball,2026,Baseball,San Francisco Giants,Insert,Chrome Variation,False
Nico Hoerner,28,2026 Topps Heritage Baseball,2026,Baseball,Chicago Cubs,Insert,Chrome Variation,False
Eugenio Suárez,29,2026 Topps Heritage Baseball,2026,Baseball,Seattle Mariners,Insert,Chrome Variation,False
Connor Norby,30,2026 Topps Heritage Baseball,2026,Baseball,Miami Marlins,Insert,Chrome Variation,False
Andrew Abbott,31,2026 Topps Heritage Baseball,2026,Baseball,Cincinnati Reds,Insert,Chrome Variation,False
Andre Granillo,32,2026 Topps Heritage Baseball,2026,Baseball,St. Louis Cardinals,Insert,Chrome Variation,True
Paul Skenes,33,2026 Topps Heritage Baseball,2026,Baseball,Pittsburgh Pirates,Insert,Chrome Variation,False
Ryan Pepiot,34,2026 Topps Heritage Baseball,2026,Baseball,Tampa Bay Rays,Insert,Chrome Variation,False
Yoán Moncada,35,2026 Topps Heritage Baseball,2026,Baseball,Angels,Insert,Chrome Variation,False
Edwin Díaz,36,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Insert,Chrome Variation,False
Jorge Soler,37,2026 Topps Heritage Baseball,2026,Baseball,Angels,Insert,Chrome Variation,False
Taj Bradley,38,2026 Topps Heritage Baseball,2026,Baseball,Minnesota Twins,Insert,Chrome Variation,False
Roki Sasaki,39,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Insert,Chrome Variation,False
Nathan Eovaldi,40,2026 Topps Heritage Baseball,2026,Baseball,Texas Rangers,Insert,Chrome Variation,False
Spencer Strider,41,2026 Topps Heritage Baseball,2026,Baseball,Atlanta Braves,Insert,Chrome Variation,False
Jo Adell,42,2026 Topps Heritage Baseball,2026,Baseball,Angels,Insert,Chrome Variation,False
Luis García Jr.,43,2026 Topps Heritage Baseball,2026,Baseball,Washington Nationals,Insert,Chrome Variation,False
Austin Martin,44,2026 Topps Heritage Baseball,2026,Baseball,Minnesota Twins,Insert,Chrome Variation,False
Michael A. Taylor,45,2026 Topps Heritage Baseball,2026,Baseball,Chicago White Sox,Insert,Chrome Variation,False
Vladimir Guerrero Jr.,46,2026 Topps Heritage Baseball,2026,Baseball,Toronto Blue Jays,Insert,Chrome Variation,False
Yandy Díaz,47,2026 Topps Heritage Baseball,2026,Baseball,Tampa Bay Rays,Insert,Chrome Variation,False
Dylan Beavers,48,2026 Topps Heritage Baseball,2026,Baseball,Baltimore Orioles,Insert,Chrome Variation,True
Coby Mayo,49,2026 Topps Heritage Baseball,2026,Baseball,Baltimore Orioles,Insert,Chrome Variation,False
Robert Hassell III,50,2026 Topps Heritage Baseball,2026,Baseball,Washington Nationals,Insert,Chrome Variation,False
Jurickson Profar,51,2026 Topps Heritage Baseball,2026,Baseball,Atlanta Braves,Insert,Chrome Variation,False
José Ramírez,52,2026 Topps Heritage Baseball,2026,Baseball,Cleveland Guardians,Insert,Chrome Variation,False
Hunter Greene,53,2026 Topps Heritage Baseball,2026,Baseball,Cincinnati Reds,Insert,Chrome Variation,False
Jeff McNeil,54,2026 Topps Heritage Baseball,2026,Baseball,New York Mets,Insert,Chrome Variation,False
Ronald Acuña Jr.,55,2026 Topps Heritage Baseball,2026,Baseball,Atlanta Braves,Insert,Chrome Variation,False
José Berríos,56,2026 Topps Heritage Baseball,2026,Baseball,Toronto Blue Jays,Insert,Chrome Variation,False
Patrick Bailey,57,2026 Topps Heritage Baseball,2026,Baseball,San Francisco Giants,Insert,Chrome Variation,False
Chandler Simpson,58,2026 Topps Heritage Baseball,2026,Baseball,Tampa Bay Rays,Insert,Chrome Variation,False
Harry Ford,59,2026 Topps Heritage Baseball,2026,Baseball,Seattle Mariners,Insert,Chrome Variation,True
Brooks Lee,60,2026 Topps Heritage Baseball,2026,Baseball,Minnesota Twins,Insert,Chrome Variation,False
Miguel Vargas,61,2026 Topps Heritage Baseball,2026,Baseball,Chicago White Sox,Insert,Chrome Variation,False
Rafael Devers,62,2026 Topps Heritage Baseball,2026,Baseball,San Francisco Giants,Insert,Chrome Variation,False
Mike Yastrzemski,63,2026 Topps Heritage Baseball,2026,Baseball,Kansas City Royals,Insert,Chrome Variation,False
Mitch Keller,64,2026 Topps Heritage Baseball,2026,Baseball,Pittsburgh Pirates,Insert,Chrome Variation,False
Mason Miller,65,2026 Topps Heritage Baseball,2026,Baseball,San Diego Padres,Insert,Chrome Variation,False
Darell Hernaiz,66,2026 Topps Heritage Baseball,2026,Baseball,Athletics,Insert,Chrome Variation,False
Luis Morales,67,2026 Topps Heritage Baseball,2026,Baseball,Athletics,Insert,Chrome Variation,True
Cade Cavalli,68,2026 Topps Heritage Baseball,2026,Baseball,Washington Nationals,Insert,Chrome Variation,False
Cam Smith,69,2026 Topps Heritage Baseball,2026,Baseball,Houston Astros,Insert,Chrome Variation,False
Elly De La Cruz,70,2026 Topps Heritage Baseball,2026,Baseball,Cincinnati Reds,Insert,Chrome Variation,True
Reese Olson,71,2026 Topps Heritage Baseball,2026,Baseball,Detroit Tigers,Insert,Chrome Variation,False
Bryce Harper,72,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Insert,Chrome Variation,False
Dillon Dingler,73,2026 Topps Heritage Baseball,2026,Baseball,Detroit Tigers,Insert,Chrome Variation,False
Tanner Bibee,74,2026 Topps Heritage Baseball,2026,Baseball,Cleveland Guardians,Insert,Chrome Variation,True
Dane Myers,75,2026 Topps Heritage Baseball,2026,Baseball,Miami Marlins,Insert,Chrome Variation,False
Sandy Alcantara,76,2026 Topps Heritage Baseball,2026,Baseball,Miami Marlins,Insert,Chrome Variation,False
Mark Vientos,77,2026 Topps Heritage Baseball,2026,Baseball,New York Mets,Insert,Chrome Variation,False
Noah Cameron,78,2026 Topps Heritage Baseball,2026,Baseball,Kansas City Royals,Insert,Chrome Variation,False
Carson Whisenhunt,79,2026 Topps Heritage Baseball,2026,Baseball,San Francisco Giants,Insert,Chrome Variation,True
Austin Hays,80,2026 Topps Heritage Baseball,2026,Baseball,Cincinnati Reds,Insert,Chrome Variation,False
Alec Bohm,81,2026 Topps Heritage Baseball,2026,Baseball,Philadelphia Phillies,Insert,Chrome Variation,False
Logan Webb,82,2026 Topps Heritage Baseball,2026,Baseball,San Francisco Giants,Insert,Chrome Variation,False
Bradley Blalock,83,2026 Topps Heritage Baseball,2026,Baseball,Colorado Rockies,Insert,Chrome Variation,False
Maikel Garcia,84,2026 Topps Heritage Baseball,2026,Baseball,Kansas City Royals,Insert,Chrome Variation,False
Royce Lewis,85,2026 Topps Heritage Baseball,2026,Baseball,Minnesota Twins,Insert,Chrome Variation,False
Roman Anthony,86,2026 Topps Heritage Baseball,2026,Baseball,Boston Red Sox,Insert,Chrome Variation,True
Slade Cecconi,87,2026 Topps Heritage Baseball,2026,Baseball,Cleveland Guardians,Insert,Chrome Variation,False
Owen Caissie,88,2026 Topps Heritage Baseball,2026,Baseball,Chicago Cubs,Insert,Chrome Variation,True
Ramón Laureano,89,2026 Topps Heritage Baseball,2026,Baseball,San Diego Padres,Insert,Chrome Variation,False
Mike Tauchman,90,2026 Topps Heritage Baseball,2026,Baseball,Chicago White Sox,Insert,Chrome Variation,False
Chase Dollander,91,2026 Topps Heritage Baseball,2026,Baseball,Colorado Rockies,Insert,Chrome Variation,False
Kyle Freeland,92,2026 Topps Heritage Baseball,2026,Baseball,Colorado Rockies,Insert,Chrome Variation,False
Teoscar Hernández,93,2026 Topps Heritage Baseball,2026,Baseball,Los Angeles Dodgers,Insert,Chrome Variation,False
Lawrence Butler,94,2026 Topps Heritage Baseball,2026,Baseball,Athletics,Insert,Chrome Variation,False
Brendan Donovan,95,2026 Topps Heritage Baseball,2026,Baseball,St. Louis Cardinals,Insert,Chrome Variation,False
Mike Burrows,96,2026 Topps Heritage Baseball,2026,Baseball,Pittsburgh Pirates,Insert,Chrome Variation,False
Dansby Swanson,97,2026 Topps Heritage Baseball,2026,Baseball,Chicago Cubs,Insert,Chrome Variation,False
Jacob deGrom,98,2026 Topps Heritage Baseball,2026,Baseball,Texas Rangers,Insert,Chrome Variation,False
Bryan Woo,99,2026 Topps Heritage Baseball,2026,Baseball,Seattle Mariners,Insert,Chrome Variation,False
Noelvi Marte,100,2026 Topps Heritage Baseball,2026,Baseball,Cincinnati Reds,Insert,Chrome Variation,False
Tyler Soderstrom,101,2026 Topps Heritage Baseball,2026,Baseball,Athletics,Insert,Chrome Variation,False
Isaac Collins,102,2026 Topps Heritage Baseball,2026,Baseball,Milwaukee Brewers,Insert,Chrome Variation,False
Brent Rooker,103,2026 Topps Heritage Baseball,2026,Baseball,Athletics,Insert,Chrome Variation,False
Jasson Domínguez,104,2026 Topps Heritage Baseball,2026,Baseball,New York Yankees,Insert,Chrome Variation,False
Max Muncy,105,2026 Topps Heritage Baseball,2026,Baseball,Athletics,Insert,Chrome Variation,False
Spencer Torkelson,106,2026 Topps Heritage Baseball,2026,Baseball,Detroit Tigers,Insert,Chrome Variation,False
Javier Báez,107,2026 Topps Heritage Baseball,2026,Baseball,Detroit Tigers,Insert,Chrome Variation,False
