card_number,player_name,team
AAV-GH,Gunnar Henderson,Baltimore Orioles
AAV-JC,Jac Caglianone,Kansas City Royals
AAV-JJW,JJ Wetherholt,St. Louis Cardinals
AAV-JS,Juan Soto,New York Mets
AAV-JW,James Wood,Washington Nationals
AAV-MM,Marcelo Mayer,Boston Red Sox
AAV-NK,Nick Kurtz,Athletics
AAV-RA,Ronald Acuña Jr.,Atlanta Braves
AAV-RAN,Roman Anthony,Boston Red Sox
AAV-TB,Travis Bazzana,Cleveland Guardians
AAV-VG,Vladimir Guerrero Jr.,Toronto Blue Jays
AAV-WJ,Walker Jenkins,Minnesota Twins
BAA-AJ,Aaron Judge,New York Yankees
BAA-BW,Bobby Witt Jr.,Kansas City Royals
BAA-CM,Coby Mayo,Baltimore Orioles
BAA-ED,Elly De La Cruz,Cincinnati Reds
BAA-EP,Elian Peña,New York Mets
BAA-GH,Gunnar Henderson,Baltimore Orioles
BAA-HK,Hyeseong Kim,Los Angeles Dodgers
BAA-JC,Jac Caglianone,Kansas City Royals
BAA-JG,Josuar Gonzalez,San Francisco Giants
BAA-JS,Juan Soto,New York Mets
BAA-JW,JJ Wetherholt,St. Louis Cardinals
BAA-JWO,James Wood,Washington Nationals
BAA-KG,Konnor Griffin,Pittsburgh Pirates
BAA-LA,Luisangel Acuña,New York Mets
BAA-MS,Matt Shaw,Chicago Cubs
BAA-MT,Mike Trout,Angels
BAA-PS,Paul Skenes,Pittsburgh Pirates
BAA-RA,Roman Anthony,Boston Red Sox
BAA-RS,Roki Sasaki,Los Angeles Dodgers
BAA-TB,Travis Bazzana,Cleveland Guardians
BAA-WJ,Walker Jenkins,Minnesota Twins
CRA-JJU,Jace Jung,Detroit Tigers
BCAR-AR,Adley Rutschman,Baltimore Orioles
BCAR-BC,Bubba Chandler,Pittsburgh Pirates
BCAR-BL,Brooks Lee,Minnesota Twins
BCAR-BW,Bobby Witt Jr.,Kansas City Royals
BCAR-CD,Chase Dollander,Colorado Rockies
BCAR-CM,Coby Mayo,Baltimore Orioles
BCAR-CMO,Colson Montgomery,Chicago White Sox
BCAR-CP,Cooper Pratt,Milwaukee Brewers
BCAR-CS,Cam Smith,Houston Astros
BCAR-CW,Carson Williams,Tampa Bay Rays
BCAR-DB,Drake Baldwin,Atlanta Braves
BCAR-DC,Dylan Crews,Washington Nationals
BCAR-DR,Dalton Rushing,Los Angeles Dodgers
BCAR-ED,Elly De La Cruz,Cincinnati Reds
BCAR-HK,Hyeseong Kim,Los Angeles Dodgers
BCAR-JD,Jasson Domínguez,New York Yankees
BCAR-JJU,Jace Jung,Detroit Tigers
BCAR-JW,James Wood,Washington Nationals
BCAR-JWI,Jacob Wilson,Athletics
BCAR-KA,Kevin Alcántara,Chicago Cubs
BCAR-KR,Kumar Rocker,Texas Rangers
BCAR-KT,Kyle Teel,Chicago White Sox
BCAR-LA,Luisangel Acuña,New York Mets
BCAR-MC,Max Clark,Detroit Tigers
BCAR-MM,Manny Machado,San Diego Padres
BCAR-MS,Matt Shaw,Chicago Cubs
BCAR-MT,Mike Trout,Angels
BCAR-PA,Pete Alonso,New York Mets
BCAR-PS,Paul Skenes,Pittsburgh Pirates
BCAR-RA,Ronald Acuña Jr.,Atlanta Braves
BCAR-RAN,Roman Anthony,Boston Red Sox
BCAR-RS,Roki Sasaki,Los Angeles Dodgers
BCAR-SI,Shota Imanaga,Chicago Cubs
BCAR-VG,Vladimir Guerrero Jr.,Toronto Blue Jays
BCAR-WJ,Walker Jenkins,Minnesota Twins
BCAR-WL,Wyatt Langford,Texas Rangers
BCAR-YY,Yoshinobu Yamamoto,Los Angeles Dodgers
